"","combined_pvalue","adjusted_pvalue"
"TMED2",0.0497604461830518,1
"RPL18",0.00879019412912774,0.684497635960534
"WAC",0.426584613672749,1
"GIGYF2",0.43487348070054,1
"MALAT1",0.000596750848879724,0.0900252474114893
"MRFAP1",0.318731233558978,1
"UHMK1",0.808007714403941,1
"FBL",0.279131378967342,1
"PTBP1",0.171079518380632,1
"EDEM3",0.515178226656656,1
"BCL2L1",0.00131753934791173,0.162161890192496
"RNF19A",0.343918166091888,1
"SERF2",1.75710269667562e-08,8.99562313832949e-06
"RGPD5",0.346579862485442,1
"UBE2R2",0.191541128751522,1
"PLEKHS1",0.205161100206535,1
"TMEM147",0.00202118882394703,0.225156818060078
"SLC44A2",0.00386934948439033,0.36932396622967
"PMVK",0.0820231739276474,1
"CD46",0.0288208249069885,1
"MXRA8",0.0797501038452907,1
"QSOX1",0.0551491933150306,1
"ARHGAP35",0.0429161698034279,1
"NUPR1",0.183589588515182,1
"SLC25A16",0.930514381403234,1
"MBOAT7",0.00476051602627137,0.431565203395554
"CD52",0.413326743290214,1
"FAM111A",0.236477384570957,1
"REPIN1",0.171292135634132,1
"MCAM",0.0788062825540247,1
"EPHX1",0.458617618863031,1
"BCLAF1",0.0112701439735296,0.805438715781762
"ITGB5",0.338152639299411,1
"TMEM97",0.466758374360852,1
"SDHD",0.409277532586803,1
"MICAL3",0.646161388446,1
"UBXN4",0.647620862569572,1
"ACTL6A",0.845804203389708,1
"BZW1",0.0574162759678659,1
"VDAC2",0.644597447719561,1
"VPS51",0.0623930332854353,1
"TPT1",0.00674185376278241,0.56327283344442
"ASAH1",0.0714206825438143,1
"SLC39A9",0.544661961038367,1
"LEMD2",0.341770874729286,1
"P2RY11",0.0851313345791423,1
"SRSF3",0.0653116032184117,1
"CHCHD2",8.87462047173271e-05,0.0180967150258074
"NME3",0.283236430900183,1
"NME1-NME2",0.733334495098666,1
"GUK1",0.206592453914276,1
"GOLM1",0.00206549407115164,0.229560952221104
"CEP70",0.726363289375016,1
"HEXA",0.278664183695941,1
"C11orf58",0.396347051793517,1
"ACOT13",0.128495027276642,1
"ISOC2",0.106444857727753,1
"PPP4C",0.492973928752642,1
"HLA-DPB1",3.3952948783722e-05,0.00793180884344804
"LOX",8.73256356115348e-10,5.75679621942748e-07
"DPAGT1",0.616828018472348,1
"MIEN1",4.62209576168604e-09,2.7460970484698e-06
"TNFRSF12A",0.088650350878655,1
"MRPS21",0.92760125840296,1
"PAIP2",0.352152459248515,1
"AP2B1",0.112304660485724,1
"SSR3",0.316326895579365,1
"STK40",0.591496416753621,1
"TRMT10C",0.169745441160925,1
"C1QA",9.0211235068749e-05,0.0183178392665875
"APOD",6.60555665721319e-10,4.6070432823851e-07
"TMEM184B",0.861703601828761,1
"TM4SF1",0.130208768052577,1
"RPS19",1.27435815039378e-06,0.00041437328346539
"ADAM9",0.0120327092431963,0.846334716731207
"NECAP2",0.205882514857589,1
"RHBDD2",0.00259295077655514,0.273647440809204
"RPL7A",0.0858649482612598,1
"WAPAL",0.586954692709113,1
"ALDOA",7.31890588223649e-06,0.00205745571407428
"THRAP3",0.348299867559077,1
"BTBD10",0.751038199070894,1
"MIDN",0.152003644389463,1
"YWHAQ",0.25711647933595,1
"YTHDF3",0.785248470288508,1
"ACSL4",0.259935324093336,1
"VDAC1",0.236024229404205,1
"CALD1",2.49933094054189e-07,9.85884176222593e-05
"BLCAP",0.602732797948822,1
"CDS1",0.217996530134393,1
"EFNA1",0.158720377417128,1
"DDX60",0.271549190406055,1
"PREB",0.54910047729764,1
"TCIRG1",0.460098963084112,1
"CACYBP",0.44142695727981,1
"PEBP1",0.0149719567972687,0.995719799944332
"IGFBP4",0.0908979611352757,1
"ANO6",0.0573212583813942,1
"LAPTM5",0.111999120869285,1
"ITGB2",0.000738880498025118,0.105827098178071
"TMA7",0.2502493159676,1
"CDK2AP1",0.371644691005086,1
"UGP2",0.758747702007451,1
"MRPL18",0.585751073449352,1
"SLC2A4RG",0.0494832802814551,1
"PSMA6",0.973888761248521,1
"CAPN2",0.00669802878284431,0.561561180399079
"RPS11",8.50110948300564e-05,0.0177102866548692
"GJA1",3.42682816557582e-05,0.00796680052839268
"TMEM119",0.137706185332387,1
"LAMTOR2",0.741194194313934,1
"MAGEF1",0.302449127640053,1
"SH3BGRL",2.51731729905558e-09,1.57329150000922e-06
"FAM120A",0.291334608263802,1
"SLC38A2",2.24286087944225e-05,0.00562164048807709
"DDAH1",0.0324021598757684,1
"FXYD5",0.106205150614459,1
"NAP1L4",0.0510194227799046,1
"TAPBP",0.3164138953499,1
"NFIB",0.397786351371874,1
"IGSF8",0.55319845463695,1
"ACP5",0.0545962515913893,1
"YY1",0.458952821508045,1
"WDR5",0.38117715123496,1
"TMSB4X",4.44089209850063e-16,1.06856805479206e-12
"TRAF4",0.680426155502086,1
"PDLIM7",0.225200829914858,1
"SMU1",0.714120098826735,1
"RPL17",0.00314289360499231,0.31510145103493
"GRB7",0.328905689273183,1
"SFRP4",0.0138174263877179,0.947222506607623
"EEF1A1",3.02210821756521e-07,0.000117287110692753
"SORBS3",0.089458817280152,1
"NCK2",0.00409319105028327,0.387757551868277
"MLPH",0.00267138167221881,0.279473138139911
"SH3BGRL3",0.416898300197263,1
"ZNF740",0.102885219307762,1
"TIMM23",0.685697356668924,1
"LY6E",1.13679781699183e-08,6.0785876403575e-06
"MAL2",2.47732291571712e-05,0.00605171343754969
"FAM214A",0.0626061632157738,1
"PFN2",0.366025003944603,1
"JKAMP",0.602297301819668,1
"CREBZF",0.0520355055916912,1
"PSMD6",0.0960059210397732,1
"LAGE3",0.646003197134972,1
"MZT2B",0.0595295495835678,1
"TNKS1BP1",0.742560268718886,1
"TMUB2",0.127848171288185,1
"FAM195A",0.195744901318511,1
"CRAT",0.585200419064607,1
"SFPQ",0.00851287831316971,0.664786688479509
"PSME2",0.78689848246712,1
"CLTC",0.339293688289664,1
"UBC",0.170347677460156,1
"SDCBP",0.00542905985915421,0.48022859379085
"ACSL1",0.00124824197957235,0.156656769305012
"ECHS1",0.129043598893118,1
"PERP",0.687805678315797,1
"BAMBI",9.32281950756231e-05,0.0185073663831019
"ENSA",3.70275082817173e-09,2.2273910073018e-06
"SARAF",0.256138817904223,1
"FAM195B",0.00099630551832014,0.133554968239408
"PABPN1",0.232466222064247,1
"PTGFRN",0.187643784861758,1
"FLOT2",0.554876676003924,1
"CYHR1",0.0156173363456821,1
"SEZ6L2",0.0279281571679081,1
"BCCIP",0.61571693924282,1
"NT5C3A",0.189504125343724,1
"MPZL1",0.620262372065726,1
"AC010642.1",0.822855063327384,1
"MED14",0.147425067247213,1
"SLC25A24",0.67517071594256,1
"RPL22",0.096678115907121,1
"HM13",0.264150063081419,1
"BGN",0.0225086003026606,1
"CXCL12",8.74465639937316e-05,0.0180274959391132
"FBXW4",0.0307926169615194,1
"POM121C",0.636110545962876,1
"LRRC32",0.1108506350236,1
"MAX",0.119902050192792,1
"GLUL",0.18414257384407,1
"IGFBP5",8.82072193064687e-11,7.8609011067805e-08
"CSDE1",0.151844595698058,1
"CCDC6",0.0108031508106667,0.788909135937169
"CERS4",0.00279241682079417,0.28785965000494
"A2M",0.00016023186523445,0.0293194015140615
"SASH1",0.00909209398674315,0.700534586093679
"NAAA",0.879431177545261,1
"ATP5G3",0.621515448288064,1
"CD24",4.03658301229015e-08,1.86785220773109e-05
"NUDCD3",0.174845512612773,1
"ARL6IP1",0.113844441543158,1
"IER2",0.161683862248,1
"ZEB2",0.8170120561313,1
"ACOT2",0.943306351528092,1
"RAB21",0.688577897516823,1
"CBX1",0.00673325186592588,0.56327283344442
"DGCR6",0.341121662901244,1
"EPAS1",0.138134710829624,1
"RPL37",0.05806337804442,1
"MAP9",0.0827950599097798,1
"TACSTD2",0.100660903932129,1
"AES",0.00389710393264736,0.370640977507114
"RBBP6",0.215505262108653,1
"CLDN7",0.0588222479592223,1
"TRMT112",0.210265798187321,1
"SELM",2.89267269970583e-07,0.000113176470659639
"TIMP1",0.00145883976038136,0.175075421248662
"HP1BP3",0.584496334357294,1
"PPP5C",0.379551516191191,1
"TFDP2",0.0365490791706574,1
"CST1",2.35621469844016e-05,0.005785231612734
"ABHD17A",0.114186039941227,1
"KHDRBS1",0.159185162663858,1
"EIF3E",0.201356309946729,1
"USP3",0.472347221697551,1
"PSMB5",0.143637589093526,1
"LAMB2",0.00148090735613132,0.176841750602852
"STAT6",0.0172848265050319,1
"POMZP3",0.698802406285034,1
"EZR",0.334587660987942,1
"AP1S1",0.148372645761364,1
"BTG2",0.117393193914366,1
"DNAJB1",0.0779304944019112,1
"CYBRD1",0.189164110627361,1
"ATP6V0D1",0.0235449351627214,1
"POTEE",0.452582200589516,1
"TPM4",5.273497985403e-06,0.00151060689931521
"FAP",0.00072183505365081,0.103694356906459
"SERPINF1",0.00376951816149551,0.361363333727722
"GMPS",0.00290844389409284,0.294628383724767
"DCN",1.55431223447522e-15,3.25216364501932e-12
"NUTF2",0.245200339562579,1
"HN1",0.190381135509159,1
"VCP",0.251118082449718,1
"MRPL41",0.00049253124117915,0.0762141051969486
"AP2A2",0.789098898466867,1
"ISCU",0.569509708734506,1
"QRICH1",0.557323601646001,1
"THY1",0.0207674485759197,1
"LMAN2",0.00273994341220968,0.284174807254976
"RPS27",4.16052359231145e-08,1.9068680896683e-05
"TFE3",0.575631379972045,1
"RAC1",0.0841567649862408,1
"PPP1R12C",0.432129218649775,1
"STOML2",0.443598954619655,1
"UBA52",0.00197483075812538,0.223091099985336
"HID1",0.0712004668932752,1
"CTSD",2.79121170621011e-12,3.0528260756281e-09
"ISG15",0.0744180181028219,1
"RPL10",4.72883582292027e-08,2.14689266516799e-05
"SDC1",0.0304754130342567,1
"PLCG1",0.575533996677319,1
"DDX1",0.61371401941932,1
"CLSTN1",0.100689273295787,1
"PBX1",0.257710937922534,1
"PRKCD",0.106247829822813,1
"TM9SF3",0.0428154681946078,1
"MTMR12",0.505215862131994,1
"NCL",0.919405586087779,1
"RPL4",0.0424303720845469,1
"GPRC5A",0.028357588135736,1
"KCNK1",0.807756874571163,1
"AEBP1",4.80326778351525e-10,3.61175919037838e-07
"RAB18",0.105176491200028,1
"HMGB1",0.67382719883994,1
"CORO1A",0.431945808778673,1
"SIPA1L3",0.0338346650156402,1
"WFDC2",5.57264789868839e-10,4.1258193472177e-07
"FRMD8",0.83764520800499,1
"PSMA7",0.338953989591081,1
"AC113404.1",0.102505915153197,1
"IMPAD1",0.815143932010455,1
"C19orf24",0.41369770671306,1
"TIMM17B",0.0247634169996148,1
"RANBP2",0.425131517361445,1
"ATP5EP2",0.0527427757250751,1
"SRSF6",0.163455109854672,1
"APBB2",0.284183035284207,1
"CIPC",0.653320199206701,1
"ZNF704",0.906900265076153,1
"ATXN10",0.0816782200547869,1
"DDX3X",0.530795837892655,1
"PCBP1",0.473542296411286,1
"LRP10",0.144193306419603,1
"XRN1",0.248153134066773,1
"DST",0.00282734414964475,0.29011340300356
"DERL1",0.355405921108997,1
"GATAD2A",0.211412905674448,1
"MIF",3.92463839204993e-14,6.29076354837263e-11
"MAZ",0.108606875213238,1
"EIF2B5",0.0882508675890742,1
"IFI44",0.649174897030262,1
"TAGLN2",0.000102790941256481,0.0199464275224965
"SRD5A3",0.371654666176956,1
"EWSR1",0.550128779229886,1
"FLNB",0.0336206607873678,1
"CYB5R2",0.283818739741049,1
"ARCN1",0.180678397482787,1
"LAMB1",0.0135441316957828,0.933808250032948
"PHB",0.965052711336746,1
"ATP6V0B",0.603946065529301,1
"ATG101",0.0674726093418302,1
"EIF3A",0.285847916673098,1
"C16orf89",3.31093374970615e-05,0.00777246170472865
"RP11-231C14.4",0.0190895706226841,1
"RPL6",0.521989566672984,1
"SRPRB",0.69587823195084,1
"UQCC1",0.366429893790569,1
"NET1",0.146733050684918,1
"CANX",0.0974385831599168,1
"PPP1R12A",0.490638502121269,1
"GSTO1",0.256214209834659,1
"SDHA",0.389040130301434,1
"DNM2",0.309336001884175,1
"HNRNPA3",0.243452586725768,1
"GSS",0.000279669525911297,0.0467320270747315
"HACD2",0.155415229187016,1
"CPE",0.00263530905369586,0.276299964877968
"IRF6",0.441533493817107,1
"C3orf14",0.240639053965533,1
"ALYREF",0.248994178984839,1
"LUM",5.55111512312578e-17,1.6696375856126e-13
"SSH3",0.572162016862626,1
"ACP1",0.320739691911341,1
"SYMPK",0.0378942922407849,1
"GLRX5",0.225346292614163,1
"SFT2D1",0.378694937875398,1
"GAS1",0.00896072469019998,0.694406048852962
"TMEM30B",0.475898615530904,1
"ST13",0.365299819589643,1
"ITM2B",0.139511209268448,1
"LSP1",0.0974062030898038,1
"FMOD",0.198305028598139,1
"SC5D",0.0323396128530389,1
"MYL12A",0.0710984407042839,1
"HLA-A",0.000140589364166166,0.0261224955511219
"NFKB1",0.438864359354238,1
"ARL2",0.637527505355854,1
"B2M",5.55111512312578e-17,1.6696375856126e-13
"RPS6KB2",0.0750467871565871,1
"SNW1",0.24765839773137,1
"TBC1D9",0.0786639214845298,1
"CD59",0.00124468841995717,0.156656769305012
"FDPS",0.0682611263424178,1
"CST4",1.21160859123393e-11,1.16614968955567e-08
"ST14",0.297820139236069,1
"C15orf48",0.0513838963320806,1
"NBEAL1",0.00194206424204646,0.219905769156338
"FAM107B",0.489488372203949,1
"MLLT10",0.536661299022616,1
"HILPDA",0.0292074673314732,1
"POGZ",0.840895337022549,1
"TOB1",0.301315973961591,1
"TAP1",0.0140399198469893,0.954318475798196
"TMEM59",0.0375196155279104,1
"RFC2",0.814782518417724,1
"CRLS1",0.500017647345868,1
"AK3",0.707712619280809,1
"ZNF24",0.303756452680116,1
"PRDX6",0.19937169089119,1
"AIFM1",0.570985820374916,1
"ETF1",0.739117192409829,1
"RPS13",0.174336042087125,1
"CFLAR",0.535916965926356,1
"KCTD10",0.324288170387373,1
"DHX9",0.214127443351701,1
"IRF2BPL",0.367556724846097,1
"HTATSF1",0.157295650058714,1
"KRT8",0.00127792884674355,0.158502789278831
"NDUFS6",0.00227375481876563,0.249253389838656
"GABARAP",0.0329908846640045,1
"RRAS",0.43298647963289,1
"C1orf56",0.259895191661618,1
"TMX2",0.4974875194924,1
"ANXA6",0.247204209627193,1
"CRABP2",9.06081032090444e-05,0.0183211210052689
"APP",0.24110676683839,1
"RPL19",4.05953496096512e-07,0.000149130663969657
"TCF25",0.527235385691422,1
"ANXA4",0.0752692681637457,1
"PCYOX1",0.0080822770510553,0.646099200152067
"ITGAV",0.00545025985145026,0.48022859379085
"HNRNPUL2",0.767376091131323,1
"GTF2H5",0.358730470813575,1
"MAP7",0.233710450449168,1
"BLOC1S1",0.731370770014265,1
"CHPF2",0.1347049189259,1
"SNAI2",0.255253640668265,1
"CAT",0.547229195144291,1
"FLYWCH2",0.365941812427592,1
"PLVAP",0.00123374640993895,0.15624433016158
"THOC7",0.968990276809713,1
"PPDPF",0.00279341661779858,0.28785965000494
"RNF213",0.00812255450738569,0.646314931050242
"RPL29",5.55111512312578e-17,1.6696375856126e-13
"SYF2",0.369049091937303,1
"SPCS1",0.000661396472417031,0.0973365799771491
"GNB2L1",4.30811107676732e-07,0.000155882446234751
"SAT1",3.99698989461683e-08,1.8674878576964e-05
"ADPGK",0.812400799064237,1
"FUBP1",0.520213395349439,1
"EFHD1",0.050159008432054,1
"ATP5B",0.000254650830411651,0.0433032629733173
"CCND1",0.00593797591147327,0.51001504125439
"PAPSS2",7.72943361918577e-05,0.0163864084437372
"PIP4K2A",0.16944610000531,1
"HCFC1R1",0.000887351632118172,0.122709580010977
"CBWD1",0.0245555316891797,1
"SOD1",0.0410037752477123,1
"CSNK1D",0.713277926640071,1
"CDC6",0.184021707735219,1
"BHLHE41",0.722506963712258,1
"SUSD3",0.00985737282679394,0.741032455281525
"GPC3",1.18695758211107e-06,0.000388579446604147
"FAM92A1",0.254997978152409,1
"MAP4K5",0.0837308281578849,1
"STAT2",0.015496947333375,1
"PPP1R1B",3.11184411572185e-12,3.32787711197408e-09
"MTA1",0.230396631280386,1
"SURF1",0.0677920808699568,1
"PDCD10",0.452329668041875,1
"KRAS",0.210171270850583,1
"KPNA2",0.630299100376016,1
"EDARADD",0.914402313760535,1
"RNF187",0.0380450273759236,1
"SMIM22",0.00226414376951906,0.248766474306771
"OAT",0.000599606063176439,0.0901733072936938
"LITAF",0.00290522460807396,0.294628383724767
"TM9SF2",0.165277513185613,1
"JMJD1C",0.167314688581398,1
"HNRNPH3",0.854027947605146,1
"SPDEF",8.62519694111441e-07,0.000290265181750806
"JUNB",0.300114929381438,1
"DEGS2",0.00230963029447034,0.250015107951799
"RAB25",0.14994466291591,1
"PRRC1",0.4430080299768,1
"MZT2A",0.123414030588483,1
"TCEAL4",0.396967475569411,1
"C7orf73",0.726129888490713,1
"MBNL2",0.103056042896499,1
"DCTPP1",0.000880638419354485,0.122132181590686
"COL7A1",0.531127500075372,1
"CASP6",0.772482602147662,1
"SNX17",0.227861108304853,1
"RAB5A",0.06184155519822,1
"PHYH",0.275062363349545,1
"LIMA1",0.376577597795905,1
"PLEKHG3",0.492766534011558,1
"CREB3",0.0276804593211459,1
"SQLE",6.13144870398319e-05,0.0134122728442634
"EHMT1",0.437272374350149,1
"MTRNR2L12",0.0162345235505754,1
"LSR",0.00852325569836382,0.664786688479509
"MBD4",0.273478794246505,1
"AKTIP",0.91175990393916,1
"TMEM126A",0.164176590518589,1
"MANBAL",0.103736344338821,1
"WSB1",0.160474682612852,1
"RPS14",8.8533265379942e-07,0.000293832913633308
"ELK4",0.0662938435994044,1
"CFH",0.0223364132761118,1
"NSA2",0.305456063325805,1
"AURKAIP1",0.416718573693602,1
"MFSD7",0.183815760561938,1
"RANBP9",0.610601864019587,1
"ELOF1",8.18194693477658e-05,0.0171194884634886
"PEX26",0.0862233458434479,1
"MYEF2",0.644550857168922,1
"ERF",0.0277457339780848,1
"CCNI",0.77451901540876,1
"CNOT2",0.759736966215033,1
"NVL",0.80212855280215,1
"STT3B",0.07773076265415,1
"UQCRFS1",0.0199905720651454,1
"SENP3",0.925401450488953,1
"RPL27A",2.26245151779825e-07,8.99820477512187e-05
"COX6A1",0.129570900684795,1
"BTG1",0.233582054205307,1
"YBX1",0.775088136103393,1
"SPIDR",0.252969336525928,1
"MRPL3",0.45143622807509,1
"ATP13A3",0.438503681734634,1
"MMP24",0.424674553741478,1
"C14orf119",0.0948821762279456,1
"GYPC",0.109909724756492,1
"NPIPB11",0.472649129904769,1
"RPL15",0.246919654284398,1
"NUDT5",0.324127785989282,1
"IFNGR2",0.00270147770212237,0.281398237441643
"SEC61A1",0.0515874444478009,1
"NANS",0.671616232454669,1
"SERP1",0.582226637856771,1
"RXRA",0.315694004390724,1
"HGSNAT",0.970314777094395,1
"THAP5",0.0896348962219605,1
"HNRNPA2B1",0.000137283139433009,0.0258070996079409
"ANTXR1",1.91907600921581e-12,2.14775966408235e-09
"SNRPE",0.0333501238365282,1
"SERPING1",0.079236390668346,1
"CNOT6",0.826432585706124,1
"PSMC6",0.508131010002621,1
"DEDD",0.340523084326908,1
"PSMB3",0.450080198380818,1
"SRGN",0.203439631672761,1
"CAPZB",0.743321962331361,1
"RPL9",0.0138901218328033,0.94815403857561
"GGCT",0.000122823767114311,0.0232707648689833
"CAPNS1",0.00133126775397613,0.163359360926085
"FABP5",0.000105987380047912,0.0204840945063062
"WSB2",0.617874125312773,1
"MGEA5",0.296850879084622,1
"IP6K2",0.752482772535512,1
"TYMP",0.065551937248461,1
"USF2",0.0377279927135533,1
"YARS",0.550851952580561,1
"CALM2",0.358569511879418,1
"RPL11",3.53010108972152e-06,0.00105517192497422
"SEMA3F",0.00173023556121221,0.201631336050324
"YME1L1",0.304198753068328,1
"MFSD12",0.14843318398711,1
"SLC17A5",0.800223119843757,1
"SYNJ2BP",0.581985196445913,1
"MPRIP",0.481702975184642,1
"APC",0.894791062999503,1
"RPS15A",0.00112242240020394,0.145987799509546
"ELF1",0.304016626416086,1
"SRRM1",0.761512325860074,1
"RBM3",0.0063990158293627,0.543115361767482
"COMT",0.382290418577767,1
"RPL26",0.0178499201871445,1
"UBE2I",0.31633374104102,1
"CCNL2",0.248936593759181,1
"RAB5B",0.429974423378031,1
"RNPEP",0.290421791330399,1
"RPS23",0.0380356141520402,1
"BTBD1",0.578319042412939,1
"GSN",0.083418615047909,1
"TBC1D17",0.867337699708706,1
"DPM1",0.019365772591017,1
"CLNS1A",0.478623156482729,1
"AEBP2",0.581587004622645,1
"THBS2",1.41719969093401e-13,1.89448211380843e-10
"GTF2F1",0.413405724539516,1
"MT2A",0.00053879601987028,0.0820539056078163
"JUND",0.109503373050953,1
"LCMT1",0.0678089093466985,1
"NDUFS5",0.651917633885449,1
"GOLGA5",0.806963338905741,1
"TGFBR2",0.106415204830568,1
"COX5B",0.192504347876694,1
"RTFDC1",0.153218954102961,1
"TNIP1",0.122188990641269,1
"LASP1",0.0904119784005176,1
"FAM174A",0.123078652086583,1
"RHOB",0.0344073366519811,1
"HDAC1",0.931501254114825,1
"NAA60",0.77844185663908,1
"HIPK2",0.00300546539372104,0.30195218696468
"H2AFV",0.0981023573324615,1
"CD81",9.46551825808939e-09,5.17635063175927e-06
"COL1A2",5.55111512312578e-17,1.6696375856126e-13
"LINC00493",0.306939405211695,1
"RABEP1",0.432820099751499,1
"BAG1",0.109176409188738,1
"IGFBP3",0.00902258606138007,0.697730949159427
"FRS2",0.481720476906175,1
"LRRC8A",0.418082031401229,1
"SREBF1",0.156659346588962,1
"MARK3",0.194794486714274,1
"SLC25A5",0.125924109009894,1
"NDUFB1",0.144493545747691,1
"TC2N",0.0572538161827846,1
"SNX13",0.624340415936405,1
"AGO2",0.95950835251529,1
"WHSC1",0.343363863747468,1
"ZG16B",8.74894909628221e-05,0.0180274959391132
"EIF3CL",0.254155742552593,1
"GRAMD1A",0.0789185938359927,1
"RER1",0.944121942713109,1
"DCTN5",0.835690106901695,1
"TMEM5",0.197487931811147,1
"MYO6",0.0199006343268081,1
"ZYX",0.000557451406705323,0.0843610267628311
"EFEMP2",0.00963163676691814,0.727650152571266
"TMEM121",0.752476810635114,1
"UBE2V2",0.135715963004695,1
"ZMIZ1",0.427315236281505,1
"RBM17",0.622121000514888,1
"DDX17",0.340500981431657,1
"KIRREL",0.20971435820451,1
"ADAMTS15",0.096505679520995,1
"UBL5",0.00988145207415259,0.741032455281525
"AIDA",0.408554296306849,1
"WFS1",0.254998181939646,1
"PRAF2",0.0169831163347318,1
"PLXNB2",0.594141763465399,1
"PHF14",0.724865332498349,1
"DSE",0.0519189913960529,1
"PPAPDC1B",0.733533752853571,1
"SPPL2A",0.0238350278214982,1
"RPS16",0.0105568974679168,0.775634226081768
"ATP5L",0.106337771883376,1
"TWSG1",0.00071881145111119,0.103569166567694
"SMIM7",0.562413586758884,1
"CHP1",0.411728605463255,1
"APOE",0.00020820020602641,0.0363022910233365
"NSUN5",0.477368486582376,1
"ATP8B1",0.229756659604255,1
"CWC25",0.622329648174262,1
"OS9",0.884599878851903,1
"FBXL3",0.0881428315960655,1
"CREB3L2",0.303117439328165,1
"DNAJB11",0.354853502922495,1
"UBXN6",0.000676272365619235,0.0983231103856652
"NDUFV1",0.440346690779822,1
"BMPR2",0.096134891136214,1
"NUDT16L1",0.603151433859382,1
"TMCO3",0.356693515128639,1
"NUCB1",0.0517081650157376,1
"PIK3R1",0.419040403567601,1
"CDK2",0.0807333424465757,1
"TIMP3",9.13319608656926e-05,0.0183902165046811
"CLU",0.00241027573469305,0.258531748266334
"PPIA",0.0742325501720435,1
"HPN",0.000961826490636197,0.130019561632117
"SIGIRR",0.452131773607188,1
"DCXR",0.0653326852812587,1
"CLTA",0.0596720215525875,1
"PSMA4",0.667249217606166,1
"HSPA1A",0.759058692019056,1
"DLGAP4",0.0083345525416979,0.654310327892284
"PRMT5",0.766147153809417,1
"SMARCD2",0.0187060152632939,1
"MED16",0.193823864902444,1
"C1S",4.43774948288844e-07,0.000159374907194067
"NCK1",0.319156316870646,1
"PCGF5",0.795289828639859,1
"PRDX5",0.564826106184584,1
"SAMD1",0.283574970599903,1
"NUS1",0.199641843897922,1
"HDLBP",0.15470353845975,1
"ERGIC2",0.983504286726063,1
"NIPAL2",9.22993965328245e-05,0.0185073663831019
"ABCA1",0.0642760930301497,1
"PRKRA",0.334475367654032,1
"TXN",0.0273447624436792,1
"TMEM33",0.114350205554218,1
"ZC3H11A",0.741821500116813,1
"ADAM15",2.93082989003546e-05,0.0070170814212188
"VPS28",0.00817646013475121,0.647526926963146
"SERTAD1",0.815670492522209,1
"SYNGR2",0.00509235421045695,0.45551039252892
"FBXW2",0.425102002991455,1
"UAP1",0.35343170277565,1
"AZGP1",1.47104550762833e-14,2.62194939370275e-11
"MTHFD1",0.815969435780425,1
"SEC61G",0.18360037600852,1
"R3HDM2",0.468871692709847,1
"RSL24D1",0.802937380093327,1
"SYAP1",2.12604018085538e-05,0.00535673376575175
"ABCE1",0.204824911331411,1
"PFDN6",0.776853855921239,1
"TMC4",0.0893393315997293,1
"CNOT11",0.792690765216082,1
"ACTR2",0.277333092538773,1
"NDUFC1",0.555912416312971,1
"CLASRP",0.629649188189864,1
"COL16A1",0.000152740288738962,0.0280552586608876
"C16orf13",0.491456967466263,1
"MOCS2",0.632485442927423,1
"RASSF3",0.834854288507597,1
"NAPA",0.00847439513319181,0.664205243709313
"FHOD1",0.500907525600726,1
"AKIRIN1",0.676667314303122,1
"CCNC",0.375173198322755,1
"CSTF3",0.22082416631111,1
"ORMDL2",0.543887841981411,1
"NDUFA2",0.934912462127912,1
"NUDCD1",0.198771797072971,1
"USO1",0.434168712176842,1
"TRAPPC9",0.278842927409404,1
"RAB11FIP3",0.0879300728099228,1
"KCNK6",0.00740890660292332,0.609936469785059
"AKT1",0.240270770136991,1
"LUC7L3",0.557936025932368,1
"NPIPA8",0.290645345522714,1
"PXMP4",0.0884116169988986,1
"YTHDF1",0.785436617749539,1
"FAM192A",0.655375228709236,1
"SEC22B",0.238469204081795,1
"PIK3R2",0.424748277671302,1
"CRKL",0.53393792079369,1
"DDIT4",0.167652624059291,1
"GTPBP4",0.00465707304335272,0.425269655732547
"TCTN3",0.225653263955346,1
"CTDSPL",0.234215551779646,1
"DHCR7",0.176509044494135,1
"PMEPA1",1.72963336486642e-05,0.00445117233350041
"SF3A3",0.440628679469317,1
"PODXL2",5.77262850796623e-05,0.0127934126346434
"PYROXD1",0.166483272247087,1
"RGS4",0.0502994837480444,1
"ABHD11",0.495213332375011,1
"HRAS",0.370223297581519,1
"SUN1",0.122240814132924,1
"PRKAR1A",0.416103980003179,1
"MVK",0.285911183083838,1
"CTSS",0.0338435502693248,1
"FKBP2",0.12011493563822,1
"HEXIM1",0.109674684488975,1
"GANAB",0.0805955044998411,1
"SNX18",0.306947444701452,1
"HSPH1",0.187542296449025,1
"CUTA",0.0314592516009681,1
"NR2F2",0.000666441751606961,0.0977800634272944
"VPS54",0.402695917486231,1
"DCTD",0.774161941462395,1
"EPHB4",0.0139295331114054,0.948954349655775
"PEA15",0.506786125161204,1
"PLXDC2",0.220649385120304,1
"RNASET2",0.00329042170731986,0.325150601368936
"PPA2",0.0420977723112888,1
"IL6ST",0.0938867779931549,1
"SLC25A36",0.422188241866118,1
"CYBA",0.000195848374282825,0.0346507810254804
"SEPT7",0.0317909172524813,1
"PUM2",0.0386709786748221,1
"ARHGEF7",0.126892338414491,1
"TMED10",0.185734162962277,1
"FBXO7",0.595931490038183,1
"IRX2",0.503276719866969,1
"PFN1",0.118295818754781,1
"CTSZ",0.0226826251644975,1
"GAPVD1",0.891624471748488,1
"FZD6",0.792190599935973,1
"FBLN2",2.6000226945877e-06,0.000802074116556859
"ITGAX",0.000716470730735053,0.103541912141694
