0	Gene Signature
MLL3/4 complex (GO:0044666)	['PAGR1', 'PAXIP1', 'RBBP5', 'ASH2L', 'KMT2D', 'WDR5', 'KMT2C', 'UTY', 'DPY30', 'KDM6A', 'KDM6B', 'Na']
microtubule end (GO:1990752)	['NCKAP5L', 'SVIL', 'DST', 'ABRAXAS2', 'NUMA1', 'SPAG5', 'DCTN1', 'SLAIN2', 'NAV3', 'CAMSAP1', 'CKAP5', 'CAMSAP2', 'CAMSAP3', 'ASPM', 'CLIP2', 'KIF18B', 'KNSTRN', 'CLIP1', 'NIN', 'CDK5RAP2', 'CLASP1', 'KIF2C', 'Na']
ISWI-type complex (GO:0031010)	['CECR2', 'BPTF', 'CHRAC1', 'SMARCA1', 'RNASEK-C17ORF49', 'RBBP4', 'BAZ1A', 'HMGXB4', 'RSF1', 'USF1', 'SMARCA5', 'Na']
potassium channel complex (GO:0034705)	['KCNJ11', 'ABCC8', 'KCNIP2', 'ABCC9', 'GRIK4', 'KCNAB1', 'KCNA5', 'GRIK5', 'KCNA6', 'GRIK2', 'GRIK3', 'GRIK1', 'KCNK1', 'KCNK4', 'Na']
synaptonemal structure (GO:0099086)	['UBE2I', 'MLH1', 'SYCP3', 'SYCP2', 'SYCP1', 'TEX11', 'P3H4', 'MLH3', 'CCNB1IP1', 'RNF212', 'RNF212B', 'STAG3', 'MSH4', 'MSH5', 'FKBP6', 'Na']
multivesicular body lumen (GO:0097486)	['SFTPB', 'SFTPC', 'NAPSA', 'CTSH', 'PGA4', 'PGA3', 'PGA5', 'Na']
early phagosome (GO:0032009)	['SNX3', 'UNC93B1', 'SYK', 'SYT11', 'TLR9', 'TLR7', 'SYT7', 'Na']
PRC1 complex (GO:0035102)	['PHC1', 'RNF2', 'CBX8', 'PHC3', 'CBX7', 'PHC2', 'CBX4', 'RING1', 'PCGF6', 'CBX2', 'BMI1', 'PCGF2', 'Na']
cytosolic part (GO:0044445)	['RPS8', 'RPL22', 'RPL21', 'RPS9', 'RPL36A-HNRNPH2', 'RPS6', 'RPL24', 'MCTS1', 'RPL23', 'RPS7', 'MRPS18C', 'MRPS18A', 'RPSA', 'LARP4', 'RPL17-C18ORF32', 'MRTO4', 'CCT6B', 'CCT6A', 'PSMC6', 'PSMC4', 'PSMC5', 'RPL7L1', 'PSMC2', 'PSMC3', 'RPL26', 'PSMC1', 'RPL28', 'RPL22L1', 'RPL27', 'RPL29', 'RPL13AP3', 'NHP2', 'RPL26L1', 'Na', 'RPL11', 'RPL10', 'RPLP0P6', 'RPL13', 'RPL12', 'AHR', 'RPS4Y2', 'RPS4Y1', 'PYCARD', 'RPL39P5', 'RPL36AL', 'CCT8L1P', 'RPL15', 'RPS5', 'RPL14', 'RPS2', 'RPL17', 'RPS3', 'RPL19', 'MAP3K7', 'RPL18', 'RPL41', 'SURF6', 'RPL39L', 'RPL3L', 'RPS27', 'RPS26', 'BBS12', 'RPS29', 'RPS28', 'RPS10P5', 'RPL27A', 'GEMIN5', 'EIF4G1', 'RPS21', 'RPS20', 'RPS23', 'RPS25', 'RSL24D1', 'PFKFB1', 'RPS24', 'MAP3K13', 'RPL5', 'RPL6', 'RPL31', 'RPL3', 'CCT8L2', 'RPL4', 'RPL30', 'RPL32', 'RPL35', 'RPL34', 'IFIT5', 'RPL9', 'MRPL1', 'RPL7', 'RPL8', 'RPS16', 'MRPL4', 'RPS15', 'PRDX3', 'RPS18', 'RPS17', 'RPS19', 'RPL37', 'RPL36', 'RPL39', 'RPS10', 'RPL38', 'RPS11', 'APOD', 'RPS14', 'RPS13', 'COA1', 'EIF2AK4', 'RPL13A', 'TCP1', 'HBA1', 'RPS3A', 'MRPS5', 'MRPS9', 'RPL37A', 'PYDC1', 'RPS26P11', 'DDX3X', 'NUFIP1', 'RPS10-NUDT3', 'MRPS12', 'RPS27L', 'SNU13', 'FXR2', 'FYCO1', 'RPL36A', 'RPS15A', 'ZNF622', 'RPS27A', 'CCT4', 'CCT3', 'TRIM40', 'CCT2', 'NAA11', 'NAA10', 'CHUK', 'RPL35A', 'RPL23A', 'RSL1D1', 'PFKM', 'PFKL', 'RPLP0', 'RPLP2', 'RPL10L', 'RPLP1', 'RPL10A', 'IKBKB', 'RPS4X', 'RPL18A', 'ERC1', 'RACK1', 'IKBKG', 'CCT8', 'CCT7', 'EIF2D', 'RPL7A', 'EIF2A', 'UBQLN4', 'CCT5']
specific granule (GO:0042581)	['CHRNB4', 'AOC1', 'DEFA4', 'ARMC8', 'MCEMP1', 'ILF2', 'ATP11A', 'SCAMP1', 'OSCAR', 'CLEC4D', 'OLFM4', 'RAB37', 'TOLLIP', 'SLPI', 'ADAM8', 'DEGS1', 'PTPN6', 'GHDC', 'FRK', 'Na', 'CD177', 'TMEM63A', 'SLC27A2', 'CYFIP1', 'PDXK', 'STXBP2', 'C3AR1', 'STXBP3', 'RETN', 'CRACR2A', 'STOM', 'STX4', 'B2M', 'STX3', 'ELANE', 'ATP8B4', 'CD93', 'PRG3', 'RAB27A', 'KCNAB2', 'CYBB', 'CYBA', 'NFKB1', 'CKAP4', 'VAMP8', 'TARM1', 'TCN1', 'HPSE', 'VAMP1', 'LCN2', 'NIT2', 'VCL', 'CRISP3', 'ATP6V1D', 'ATP8A1', 'HVCN1', 'SLC2A3', 'PLAU', 'GPR84', 'SLC2A5', 'CFP', 'TRPM2', 'STK10', 'RAB44', 'CNN2', 'MMP25', 'ADGRG3', 'CLEC5A', 'ALDH3B1', 'TOM1', 'HMOX2', 'SLC15A4', 'ACAA1', 'HGSNAT', 'GSDMD', 'MMP8', 'ANXA3', 'JUP', 'GGH', 'CMTM6', 'TMC6', 'LYZ', 'TNFRSF1B', 'TMBIM1', 'CEACAM3', 'RAP2B', 'BST1', 'CEACAM1', 'CEACAM8', 'PTPRB', 'DNAJC5', 'MS4A3', 'DOCK2', 'CHI3L1', 'SNAP25', 'SLC44A2', 'SNAP23', 'CTSZ', 'FPR2', 'UBR4', 'MOSPD2', 'LRRC7', 'CXCL1', 'AGPAT2', 'PTPRJ', 'PLD1', 'RAP1A', 'ORMDL3', 'NEU1', 'MLEC', 'QSOX1', 'TIMP2', 'AP1M1', 'CD36', 'CEP290', 'CTSD', 'CAMP', 'CD33', 'CD53', 'TMEM30A', 'ARG1', 'DGAT1', 'QPCT', 'ANXA11', 'ADAM10', 'PLAUR', 'LRG1', 'PGRMC1', 'ANO6', 'ERP44', 'CHIT1', 'KPNB1', 'TSPAN14', 'DLC1', 'SLCO4C1', 'P2RX1', 'LAMTOR1', 'LAMTOR3', 'BPI', 'PTX3', 'LAMTOR2', 'CD47', 'LTF', 'FOLR3', 'DNASE1L1', 'ITGB2', 'ORM2', 'CANT1', 'ORM1', 'CLEC12A', 'ITGAM', 'LILRA3', 'ITGAL', 'CLCN3', 'FCAR', 'ITGAV', 'CD59', 'SPTAN1', 'PGLYRP1', 'OLR1', 'LAIR1']
flotillin complex (GO:0016600)	['CDH1', 'FLOT2', 'LRP4', 'FLOT1', 'SLC6A3', 'CBL', 'CORO1C', 'Na']
FACIT collagen trimer (GO:0005593)	['COL16A1', 'COL14A1', 'COL12A1', 'COL9A2', 'COL9A1', 'COL9A3', 'Na']
polymeric cytoskeletal fiber (GO:0099513)	['DYNC2H1', 'KRT5', 'KRT4', 'ACTN3', 'ACTN2', 'KRT3', 'ACTN1', 'KRT2', 'KRT8', 'KRT7', 'CCT6A', 'APC', 'KATNAL2', 'KATNAL1', 'VIM', 'TEK', 'KIF20A', 'KIF20B', 'Na', 'TUBAL3', 'PNN', 'CRHBP', 'DPYSL2', 'MTA1', 'FSD1', 'POF1B', 'MYO5A', 'TUBG2', 'TUBG1', 'AIF1L', 'EZR', 'BEX4', 'FLG', 'MACF1', 'MICAL1', 'CDK5RAP2', 'KIF21A', 'KIF21B', 'CDK5RAP3', 'ANXA1', 'TUBB', 'KRT14', 'TCP1', 'TUBE1', 'KRT10', 'TUBB2A', 'SIRT2', 'KIF7', 'PAWR', 'KIF6', 'LRPPRC', 'CENPE', 'TPPP2', 'RHOQ', 'TPPP3', 'KIF9', 'TUBB2B', 'MAPT', 'KRT18', 'KRT16', 'GAS2', 'ARHGEF2', 'GAS8', 'KIF11', 'KIF15', 'KIF14', 'TWF2', 'IQGAP1', 'TWF1', 'KIF12', 'KIF19', 'KRT20', 'KIF17', 'NCKIPSD', 'KIF1A', 'KIF1C', 'MAP6', 'TCP11L1', 'KIF1B', 'DYNC1I2', 'CEP57', 'CCT4', 'CCT3', 'TMOD1', 'CCT2', 'DMTN', 'MAP1S', 'MYO9B', 'TUBB4B', 'HCK', 'TUBB4A', 'MAP1A', 'CLIP1', 'KIF26A', 'KIF26B', 'CTTN', 'SARM1', 'MAP1B', 'CDK5R1', 'DYNC1H1', 'MAPRE1', 'SYNM', 'WAS', 'WASL', 'TUBD1', 'TUBA1A', 'AIF1', 'RCSD1', 'TUBA1C', 'TUBA1B', 'KIF13A', 'KIF13B', 'RAC1', 'RAC2', 'CCT8', 'CCT7', 'CCT5', 'TPM4', 'TPM3', 'TPM2', 'TSC1', 'MID1', 'MID2', 'DCDC2', 'TUBA4B', 'TUBA4A', 'TUBA8', 'KIF16B', 'KIF4B', 'KIF4A', 'PKP2', 'CDK2AP2', 'PKP1', 'KATNB1', 'TUBB1', 'SLC1A4', 'TUBA3C', 'AMOT', 'NDRG1', 'KIF5A', 'KRT6A', 'TUBB8', 'TUBA3E', 'TUBB6', 'KIF5C', 'TUBB3', 'KIF5B', 'TPM1', 'CLASP2', 'MAP2K2', 'KIF22', 'TBCE', 'TBCD', 'KIF25', 'KCNAB2', 'KIF24', 'TBCC', 'KIF23', 'KIF27', 'KIF18A', 'DLG1', 'KIF18B', 'KIFC3', 'KIF2B', 'RADIL', 'KIF2A', 'KIFC2', 'SYNJ1', 'KIFC1', 'MAP3K11', 'KIF2C', 'FGF13', 'KIF28P', 'ACTG1', 'CORO1A', 'ARHGAP6', 'CAMSAP1', 'CORO1B', 'KIF3C', 'KIF3B', 'KIF3A', 'PLS1', 'PLS3', 'DNM1L', 'MARK2', 'SYBU', 'TRIM63', 'DNM2', 'ACTA1', 'LCP1', 'CDK5', 'MAP6D1', 'NES', 'TRIM54', 'TRIM55', 'LMOD2', 'LMOD1', 'CAPZB', 'TPPP', 'PRPH', 'DSP', 'COBL', 'KRT76', 'KRT75', 'PALLD', 'MYO1B', 'DNAJA3', 'ACKR2', 'ANAPC2', 'HDAC6', 'WIPF1', 'WIPF2', 'WIPF3', 'DCTN1', 'ACTC1', 'SEPT9', 'POLB', 'DCDC2B', 'TOGARAM1', 'DCDC2C', 'KRIT1', 'TLK2']
cytoplasmic ribonucleoprotein granule (GO:0036464)	['RPS6', 'USP3', 'RC3H1', 'LIG4', 'LARP4B', 'PNRC1', 'LARP4', 'PNRC2', 'EID1', 'LIN28A', 'ATXN2L', 'CNOT7', 'CNOT8', 'CNOT1', 'CNOT2', 'SARNP', 'PSMC2', 'CNOT3', 'PSMC3', 'RPL28', 'SNRPG', 'DCP1B', 'SQSTM1', 'AJUBA', 'CNOT9', 'DCP1A', 'CHTOP', 'Na', 'STAU1', 'ROCK2', 'HNRNPU', 'ZFP36L1', 'CARHSP1', 'GABPAP', 'ARNTL', 'ACTB', 'TIAL1', 'ZFP36', 'OGFOD1', 'HENMT1', 'MCRIP2', 'MOV10L1', 'MCRIP1', 'HABP4', 'PMS2', 'APOBEC3D', 'AICDA', 'APOBEC3F', 'TIA1', 'APOBEC3G', 'APOBEC3H', 'RBPMS', 'LSM2', 'LSM1', 'TDRD9', 'TDRD7', 'LSM6', 'PUM2', 'TDRD6', 'NBDY', 'TDRD5', 'PUM1', 'LSM4', 'EIF2S1', 'LSM3', 'CKAP4', 'MOV10', 'PAN3', 'GIGYF2', 'CAPRIN1', 'PAN2', 'TDRD1', 'LSM14A', 'PITPNM1', 'NCL', 'GRB7', 'APOBEC3C', 'EXD1', 'RPL6', 'DDX6', 'C9ORF72', 'DYRK3', 'DDX4', 'FMR1', 'TRIM71', 'DDX1', 'PCBP1', 'EDC3', 'EDC4', 'LARP1', 'ZC3H12D', 'BTBD2', 'ZC3H12A', 'BTBD1', 'MAEL', 'BARD1', 'UPF2', 'TUBB', 'SAMD4B', 'NFKBIZ', 'SAMD4A', 'MYH1', 'CDK9', 'MAPT', 'AGO2', 'AGO3', 'PABPC4', 'PABPC1', 'TOP1', 'TNRC6A', 'DDX3X', 'DDX3Y', 'NUFIP2', 'DHX9', 'IQGAP1', 'SHB', 'LIMD1', 'FXR2', 'FXR1', 'TAF5L', 'GHR', 'SOCS1', 'MAP1LC3C', 'ATXN2', 'TRIM5', 'BLNK', 'CTSH', 'SMN1', 'CTSG', 'EIF4E', 'L1RE1', 'DYNC1I1', 'NANOS2', 'MBNL1', 'NANOS3', 'PATL1', 'YTHDF2', 'TSTD1', 'CIRBP', 'WTIP', 'PATL2', 'CDC42', 'PSMA6', 'PSMA4', 'PSMA2', 'SNRPGP15', 'INA', 'CLOCK', 'DCP2', 'PIWIL2', 'PIWIL4', 'RPLP0', 'DDX25', 'POLDIP3', 'YBX1', 'SYNE1', 'TUBA1A', 'HOXD10', 'RBM4', 'RPS4X', 'RPTOR', 'SNCAIP', 'POLR2D', 'IGF2BP1', 'POLR2G', 'RAC1', 'POLI', 'DIS3L2', 'PIWIL1', 'DCPS', 'ICOSLG']
Cul3-RING ubiquitin ligase complex (GO:0031463)	['KLHL26', 'BTBD18', 'KLHL28', 'KLHL29', 'KLHL2', 'KLHL22', 'KLHL23', 'KLHL3', 'KLHL4', 'KLHL24', 'KLHL5', 'KLHL25', 'KLHL20', 'KBTBD12', 'RBX1', 'KLHL21', 'KBTBD11', 'KLHL1', 'KBTBD6', 'KBTBD7', 'KLHL7', 'KLHL8', 'KBTBD2', 'KLHL9', 'KBTBD3', 'SPOPL', 'KBTBD8', 'Na', 'KLHL38', 'KEAP1', 'PDCD6', 'KLHL33', 'IPP', 'KLHL34', 'TNFAIP1', 'KLHL35', 'RNF7', 'KLHL36', 'BACH1', 'KLHL30', 'BACH2', 'KLHL31', 'KLHL32', 'KBTBD13', 'CCIN', 'SPOP', 'GLMN', 'KCTD2', 'KCTD5', 'KLHL40', 'KLHL41', 'KLHL42', 'GAN', 'KLHDC8A', 'KCTD10', 'KLHDC8B', 'PEF1', 'KCTD13', 'KCTD17', 'KLHL15', 'KLHL17', 'CUL3', 'KLHL18', 'KLHL12', 'KLHL13', 'KLHDC7B', 'KLHL14', 'KLHL10', 'KLHDC7A', 'ENC1', 'ARIH1']
MHC protein complex (GO:0042611)	['CD74', 'HLA-DRB5', 'HLA-C', 'HLA-A', 'HLA-B', 'HLA-E', 'HLA-DMB', 'HLA-DRA', 'HLA-DPA1', 'HLA-DQB1', 'HLA-DPB1', 'HLA-DOB', 'HLA-DMA', 'HLA-DRB3', 'HLA-DOA', 'HLA-DQA1', 'HLA-DQB2', 'HLA-DRB1', 'Na']
U2 snRNP (GO:0005686)	['SF3B5', 'SF3B6', 'SNRPN', 'SF3A2', 'HTATSF1', 'PHF5A', 'RBMX2', 'SNRPD3', 'SNRPD2', 'SNRPD1', 'CCDC97', 'SNRPGP15', 'SNRPB2', 'NAA38', 'SNRPG', 'SNRPA1', 'SF3B1', 'SNRPE', 'SF3A1', 'SF3B2', 'SNRPB', 'Na']
sarcoplasm (GO:0016528)	['GSN', 'TRDN', 'GSTM2', 'NANOS1', 'S100A1', 'ANK3', 'JSRP1', 'FKBP1A', 'CASQ1', 'CASQ2', 'PLEC', 'Na', 'RYR2', 'RYR3', 'RYR1', 'SRI', 'ITPR2', 'ATP2A3', 'ITPR3', 'THBS1', 'ATP2A2', 'ATP2A1', 'AKAP6', 'JPH1', 'JPH2', 'CLEC18B', 'SYNE2', 'ITPR1', 'THBS4', 'SLN', 'SPOCK1', 'CCDC78']
nuclear replication fork (GO:0043596)	['PCNA', 'MMS22L', 'ETAA1', 'ZRANB3', 'ZMIZ2', 'NUGGC', 'SMARCAD1', 'BAZ1B', 'WDHD1', 'SMARCA5', 'TONSL', 'Na']
U4 snRNP (GO:0005687)	['SNRPN', 'DDX39B', 'SNRPD3', 'SNRPD2', 'SNRPD1', 'SNRPGP15', 'PRPF31', 'SNRPF', 'NAA38', 'SNRPG', 'SNRPE', 'SNRPB', 'Na']
endoplasmic reticulum quality control compartment (GO:0044322)	['EDEM1', 'EDEM2', 'ERLEC1', 'RHBDD1', 'EDEM3', 'MAN1B1', 'SYVN1', 'DZIP3', 'ASGR2', 'Na']
MLL1/2 complex (GO:0044665)	['TEX10', 'MCRS1', 'MGA', 'SENP3', 'HCFC1', 'TAF1', 'LAS1L', 'TAF9', 'PRPF31', 'TAF7', 'TAF6', 'TAF4', 'Na', 'RNF2', 'INO80C', 'PHF20', 'MAX', 'KMT2A', 'WDR5', 'CHD8', 'KANSL1', 'RUVBL1', 'PELP1', 'RBBP5', 'RNASEK-C17ORF49', 'RUVBL2', 'KAT8', 'E2F6']
CD40 receptor complex (GO:0035631)	['IKBKB', 'CD40', 'TRAF5', 'DIABLO', 'CHUK', 'TRAF6', 'HTRA2', 'TRAF3', 'BIRC2', 'TANK', 'RNF31', 'Na']
nuclear speck (GO:0016607)	['HEXIM2', 'CARMIL1', 'FNBP4', 'SFMBT2', 'ESX1', 'DNAAF1', 'PASD1', 'SRRM1', 'GCAT', 'MAPK14', 'SRRM2', 'PHF5A', 'RUFY1', 'DDX39A', 'DDX39B', 'POLR3D', 'SARNP', 'FNDC1', 'CD2BP2', 'HSPA1A', 'CDK12', 'FAM76B', 'CDK13', 'KIF20B', 'HSPA1B', 'Na', 'PRKAA2', 'MAML3', 'PRCC', 'POMP', 'AP5Z1', 'WBP4', 'HNRNPU', 'GPATCH2', 'NSL1', 'PRKAA1', 'PNN', 'UHMK1', 'SAP130', 'NXF1', 'IFI16', 'HABP4', 'SF3B1', 'E2F7', 'SF3B2', 'SURF2', 'GADD45A', 'SLC34A1', 'TFIP11', 'NR0B1', 'PUM1', 'TOPORS', 'FIBP', 'SNW1', 'SMU1', 'NOSTRIN', 'SPRTN', 'FBXL4', 'HOXB2', 'HBP1', 'NCAPG2', 'BAZ2A', 'PCBP1', 'SMC4', 'HIF1A', 'OSGEP', 'SMC5', 'C12ORF57', 'ALKBH5', 'DHX15', 'PIP5K1A', 'ATP6V0A1', 'PRKACA', 'BARD1', 'CSNK1A1', 'IL15', 'IL16', 'RMI2', 'NFATC4', 'TCF12', 'PRPF40A', 'ITPKC', 'PRPF19', 'MAPT', 'TUT1', 'SLU7', 'GTF2H2C', 'MOCS2', 'SGK1', 'ATPAF2', 'DDR2', 'TENM1', 'ZCCHC12', 'DAZAP2', 'YTHDC1', 'ELL', 'DENND1B', 'RBM8A', 'AKAP17A', 'PQBP1', 'ZCCHC18', 'SEC14L3', 'TAF5L', 'BCLAF1', 'MECOM', 'TERT', 'LHPP', 'PACSIN2', 'MBD4', 'BRD2', 'MEF2C', 'BRD1', 'MBD1', 'METTL3', 'THOC1', 'GTF2H2', 'ERBIN', 'THOC6', 'GTF2H4', 'THOC7', 'STK17A', 'APEX1', 'TRIP11', 'TRIP12', 'PRPF31', 'ZNF217', 'CACTIN', 'SF3A1', 'AGGF1', 'PLCB1', 'FYTTD1', 'SERPINB13', 'OGG1', 'AKR1B1', 'PHF7', 'WRN', 'RSRC1', 'ACADM', 'NAMPT', 'PPP1R8', 'SRSF10', 'SRSF11', 'CPSF6', 'PPP1R16B', 'ZBTB16', 'SNURFL', 'YLPM1', 'PRPF4B', 'CWC15', 'KAZN', 'PPP4R3B', 'POU4F2', 'SDCBP2', 'CDC25C', 'MORF4L1', 'COPS4', 'ATXN2L', 'WT1', 'CNOT7', 'AAGAB', 'KAT6A', 'PPIG', 'SRSF3', 'SRSF4', 'SRSF5', 'PPIH', 'SRSF6', 'SREK1', 'SRSF8', 'CHTOP', 'PPIE', 'RAF1', 'PRKN', 'SRSF1', 'SRSF2', 'CWC25', 'FOXO4', 'VIRMA', 'GTF2E2', 'EFTUD2', 'TIMM50', 'TEPSIN', 'TATDN2', 'BASP1', 'RBBP6', 'CWC22', 'SAP18', 'EP400', 'HSF4', 'CIR1', 'MSX2', 'IK', 'PNISR', 'ZC3H13', 'KIF22', 'BNIP3L', 'DYRK1A', 'CDYL', 'DGKZ', 'CKAP4', 'PRPF6', 'RNF169', 'NR4A2', 'RFXAP', 'PRPF4', 'PRPF3', 'DGKQ', 'BMP2K', 'TCF3', 'TAB1', 'GLYR1', 'FTO', 'FAM107A', 'STK19', 'JADE1', 'ARHGAP18', 'GLIS2', 'CCNB3', 'VPS72', 'ZC3H18', 'TRIM69', 'TMEM179B', 'OIP5', 'ZC3H14', 'SLC2A4RG', 'RBM15', 'UNC45A', 'API5', 'LIMK1', 'SETD1A', 'SMURF2', 'USP22', 'NCBP3', 'BDNF', 'NFKBIZ', 'CDC5L', 'REXO4', 'SON', 'AFDN', 'SYNPO2L', 'THRAP3', 'SYF2', 'FEV', 'SNURF', 'RBM25', 'DOCK1', 'LUC7L3', 'NSRP1', 'HP1BP3', 'USP36', 'DDX46', 'CHD5', 'NDUFB1', 'DDX42', 'DPP3', 'AFF2', 'DUSP10', 'DUSP11', 'PLRG1', 'TBXA2R', 'GRK5', 'RBM10', 'RREB1', 'LPXN', 'RBM14', 'ZNF621', 'RBM11', 'BCAS2', 'RBM39', 'S100PBP', 'DDX17', 'WTAP', 'H2AFX', 'HAUS6', 'CDC34', 'THAP7', 'SNRNP40', 'CRY2', 'ACIN1', 'SNRPA1', 'CBLL1', 'HDAC5', 'PLAG1', 'POLDIP3', 'AKAP8L', 'EHMT2', 'CXXC1', 'U2AF2', 'U2AF1', 'NR3C1', 'CYGB', 'RBM4', 'SART1', 'ADAMTS4', 'POLR2D', 'SNRPB2', 'POLI']
endoplasmic reticulum subcompartment (GO:0098827)	['RTN4', 'RYR1', 'ATL3', 'ATL1', 'PARP16', 'RNF41', 'FKBP1A', 'REEP1', 'KPNB1', 'ZFYVE27', 'RAB10', 'REEP5', 'RAB18', 'RAB3GAP1', 'Na']
platelet alpha granule (GO:0031091)	['TGFB1', 'EGF', 'TGFB3', 'TGFB2', 'SRGN', 'ACTN4', 'ACTN2', 'APLP2', 'ACTN1', 'VEGFC', 'FN1', 'VEGFD', 'LHFPL2', 'GTPBP2', 'SYTL4', 'VEGFA', 'VEGFB', 'TMX3', 'MMRN1', 'ALB', 'CD9', 'PECAM1', 'NHLRC2', 'PCYOX1L', 'PF4', 'ALDOA', 'GAS6', 'HRG', 'Na', 'APP', 'SERPINA3', 'STXBP1', 'SERPINA1', 'SERPINE1', 'ITGA2B', 'SERPINE2', 'PROS1', 'STXBP3', 'CLU', 'SERPINA5', 'KNG1', 'VTI1B', 'QSOX1', 'TIMP1', 'PHACTR2', 'CD36', 'LY6G6F', 'FGA', 'SNCA', 'FGB', 'LEFTY2', 'FGG', 'AHSG', 'APOOL', 'VWF', 'VPS33B', 'SERPINF2', 'HGF', 'PPBP', 'IGF1', 'IGF2', 'F5', 'F8', 'SCCPDH', 'VAMP7', 'SELP', 'CD109', 'SERPING1', 'FERMT3', 'FAM49B', 'CFD', 'ORM2', 'SPARC', 'ORM1', 'TEX264', 'MAGED2', 'F13A1', 'ITGB3', 'TOR4A', 'OLA1', 'PDGFB', 'THBS1', 'PDGFA', 'A1BG', 'PLG', 'ISLR', 'THBS2', 'TMSB4X', 'PCDH7', 'A2M', 'CYB5R1']
CHD-type complex (GO:0090545)	['HDAC1', 'CSNK2A1', 'HDAC2', 'APLP2', 'MBD3', 'GATAD2A', 'CHD5', 'CHD4', 'CHD3', 'GATAD2B', 'SALL1', 'MTA2', 'NACC2', 'RBBP4', 'RBBP7', 'APPL1', 'Na']
condensed nuclear chromosome (GO:0000794)	['BRD4', 'REC8', 'MLH1', 'CCDC36', 'RAD21L1', 'P3H4', 'SMC1A', 'RAD50', 'TUBG1', 'MLH3', 'LRPPRC', 'RAD51', 'DMC1', 'NCAPD2', 'NCAPD3', 'RGS12', 'Na', 'SYCP2L', 'SUV39H1', 'AURKA', 'NCAPH', 'TTN', 'CENPA', 'MEIKIN', 'NOL6', 'AURKC', 'CENPC', 'AURKB', 'RAD21', 'CHEK1', 'RCC1', 'CHMP1A', 'KIFAP3', 'RRS1', 'NIFK']
serine/threonine protein kinase complex (GO:1902554)	['UVRAG', 'ACVR1', 'TRIM40', 'CHUK', 'PHKA2', 'PHKB', 'PHKA1', 'TGFBR1', 'TGFBR2', 'DAB2', 'PYDC1', 'ENG', 'MAP3K13', 'Na', 'CAB39', 'IFIT5', 'ACVR1C', 'ACVR1B', 'PYCARD', 'IKBKB', 'PRDX3', 'PHKG2', 'PHKG1', 'ERC1', 'MAP3K7', 'IKBKG']
microvillus membrane (GO:0031528)	['PDPN', 'PODXL', 'CDHR2', 'ITGB3', 'SYTL1', 'CDHR5', 'ITGAV', 'SLC9A3R1', 'Na']
extrinsic component of endosome membrane (GO:0031313)	['SNX5', 'USP8', 'ANXA1', 'WDR91', 'WDR81', 'SNX16', 'SNX10', 'Na']
Golgi cisterna (GO:0031985)	['GOLGA8T', 'GOLGA8S', 'YIPF1', 'YIPF2', 'YIPF6', 'GOLPH3L', 'GOLGA8K', 'GOLGA8N', 'GOLGA8M', 'RAB30', 'GOLGA8O', 'GOLGA2P5', 'GOLGA8R', 'GOLGA8Q', 'RAB34', 'GOLGA8F', 'GOLGA8H', 'GOLGA8J', 'GOLT1A', 'GOLGA8B', 'GOLGA8A', 'Na', 'TMEM87A', 'B4GALT1', 'STX16', 'SGMS1', 'RAB21', 'GOLGA8IP', 'B3GALT6', 'SORL1', 'TMEM59', 'GOLGA6B', 'GOLGA6A', 'GOLGA6D', 'TMEM115', 'GOLPH3', 'GOLGA8DP', 'GOLGA6C', 'LLGL1', 'GGTA1P', 'NECAB3', 'GPR89B', 'GPR89A', 'GOSR1', 'GCNT1', 'ATL1', 'HID1', 'GOLGA8CP', 'GOLGA5', 'GOLGA2', 'MAN2A1']
multivesicular body membrane (GO:0032585)	['CD63', 'LAPTM4B', 'ATP13A2', 'PMEL', 'RAB27A', 'RAB27B', 'NSG2', 'Na']
STAGA complex (GO:0030914)	['TAF6L', 'TAF5L', 'KAT2A', 'TRRAP', 'TADA3', 'TAF12', 'TADA1', 'TAF9', 'TAF10', 'SUPT7L', 'SUPT3H', 'Na']
lysosomal lumen (GO:0043202)	['CTSB', 'CTSA', 'FUCA1', 'LUM', 'CD74', 'HSP90AA1', 'ATP13A2', 'HSPA8', 'KERA', 'GALNS', 'VCAN', 'NPC2', 'OGN', 'NAAA', 'MAN2B2', 'CSPG5', 'GLA', 'MAN2B1', 'CSPG4', 'AGRN', 'Na', 'IDUA', 'SDC3', 'SDC4', 'CTSV', 'ASAH1', 'CTSS', 'NEU4', 'PSAP', 'LAMP2', 'GPC2', 'IDS', 'CTSL', 'NEU1', 'GPC1', 'CTSK', 'GPC4', 'GPC3', 'GPC6', 'GPC5', 'CTSF', 'CTSD', 'ARSA', 'CHID1', 'ARSB', 'CUBN', 'GIF', 'MANBA', 'OMD', 'GAA', 'BGN', 'DCN', 'GALC', 'BCAN', 'HSPG2', 'GLB1', 'TCN2', 'HPSE', 'SDC1', 'LGMN', 'PPT2', 'PPT1', 'SDC2', 'FMOD', 'TPP1', 'SCARB2', 'SERPINB13', 'GBA', 'HEXA', 'NCAN', 'HEXB', 'GNS', 'PRELP', 'IFI30', 'SGSH', 'LIPA', 'ACAN', 'HYAL1', 'NAGLU', 'GM2A', 'SMPD1', 'TXNDC5', 'GYG1', 'GC', 'GUSB', 'GYG2', 'APOB']
