0	Gene Signature
Direct DNA Repair	['ALKBH3', 'MECP2', 'MGMT', 'MBD1', 'ALKBH2', 'MBD2', 'DNMT1', 'Na']
DNA Replication in DNA Machinery	['PCNA', 'FEN1', 'CDT1', 'CIZ1', 'GMNN', 'CDC7', 'CDC6', 'WDHD1', 'POLA1', 'POLE', 'CDC45', 'DBF4', 'DNA2', 'ERH', 'KAT7', 'Na']
Double Strand DNA Homologous Repair	['MDC1', 'ABRAXAS1', 'H2AFX', 'ATRX', 'XRCC3', 'XRCC2', 'BRCC3', 'BRCA1', 'BRCA2', 'SMC1A', 'RAD50', 'RAD51', 'RAD52', 'UIMC1', 'NBN', 'ATM', 'RBBP8', 'MRE11', 'BARD1', 'UBE2N', 'Na']
Double Strand DNA non-Homologous Repair	['DCLRE1C', 'FEN1', 'PARP2', 'XRCC5', 'XRCC6', 'H2AFX', 'PARP1', 'PNKP', 'XRCC4', 'XRCC1', 'LIG4', 'PRKDC', 'LIG3', 'RAD50', 'POLB', 'WRN', 'NBN', 'ATM', 'TP53BP1', 'MRE11', 'NHEJ1', 'Na']
Endosomal Recycling	['PARD3', 'PDCD6IP', 'RBSN', 'DNM1', 'EPN1', 'RAB11A', 'DNM2', 'EPN2', 'CDC42', 'EHD1', 'EPN3', 'TF', 'EHD4', 'RAB10', 'RAB35', 'RAB5A', 'ARF6', 'ARF3', 'ARF1', 'TFRC', 'PLD1', 'RAB22A', 'EEA1', 'PIK3CG', 'SNX4', 'RAB11FIP1', 'RAB11FIP2', 'RAB11FIP3', 'RAB4A', 'LDLR', 'RAB11FIP5', 'REPS2', 'Na']
ER Associated Protein Degradation in Vesicular Transport	['VCP', 'EDEM1', 'HSPA5', 'NGLY1', 'RPN1', 'SEL1L', 'DERL2', 'AMFR', 'DERL3', 'SYVN1', 'DERL1', 'RAD23A', 'RNF5', 'HERPUD1', 'SELENOS', 'DNAJC10', 'ERLEC1', 'UBQLN2', 'UBQLN1', 'Na']
Exocytosis: Vesicle Docking	['SNAP25', 'STXBP1', 'RAB3A', 'SNAP23', 'STXBP3', 'MYO5A', 'RAB27A', 'MYRIP', 'RAB11A', 'CDC42', 'RHOQ', 'RAB10', 'VAMP8', 'RAB13', 'RAB8A', 'VAMP2', 'VAMP3', 'RPH3A', 'STX1A', 'Na']
Exocytosis: Vesicle Fusion	['SNAP25', 'NSF', 'CPLX1', 'RAB3A', 'UNC13B', 'SYT1', 'NAPA', 'NAPG', 'RAB11A', 'SYN1', 'MYO6', 'VAMP2', 'RAB4A', 'OTOF', 'RAB11FIP5', 'STX1A', 'Na']
Exocytosis: Vesicle Priming	['SNAP25', 'STXBP1', 'CPLX1', 'RAB3A', 'SNAPIN', 'UNC13B', 'STXBP5', 'SYT1', 'CACNA1A', 'CACNA2D2', 'CADPS', 'STXBP3', 'RAB27A', 'SYP', 'CACNB4', 'RIMS1', 'VAMP2', 'CACNG2', 'RPH3A', 'STX1A', 'Na']
Exocytosis: Vesicle Tethering	['RALBP1', 'RHOA', 'EXOC8', 'RAB3IP', 'MYO5A', 'RAB27A', 'MYRIP', 'RAB11A', 'CDC42', 'RHOQ', 'CLIP1', 'RAB10', 'RAB13', 'EXOC5', 'EXOC4', 'VAMP2', 'EXOC7', 'EXOC6', 'EXOC1', 'ARF6', 'EXOC3', 'VAMP3', 'EXOC2', 'SNAP25', 'STXBP1', 'RAB3A', 'RALA', 'SNAP23', 'IQGAP1', 'RAB40B', 'RAB8A', 'RAC1', 'Na']
Exocytosis: Vesicle Trafficking	['RAB3A', 'RAB3IP', 'SNAP23', 'MYO5A', 'RAB27A', 'MYRIP', 'RAB11A', 'RAB10', 'KIF3B', 'KIF3A', 'RAB13', 'KIF5B', 'RAB8A', 'VAMP2', 'KIFAP3', 'RAB5A', 'RAB4A', 'VAMP3', 'Na']
Extracellular Matrix Turnover	['LRP1', 'MMP2', 'CMA1', 'TFPI2', 'ELN', 'FN1', 'MMP9', 'THBS2', 'DPP4', 'MMP14', 'ADAMTS1', 'FAP', 'TIMP3', 'TIMP4', 'TIMP1', 'A2M', 'TIMP2', 'RECK', 'Na']
Focal Junction Assembly	['ITGA5', 'ACTN1', 'FN1', 'PTPN12', 'PARVA', 'PTK2', 'VASP', 'FERMT2', 'DAB2', 'DLC1', 'ITGB1BP1', 'ELMO1', 'ZYX', 'LIMS1', 'TLN1', 'DOCK1', 'BCAR1', 'VCL', 'ITGB1', 'SRC', 'FBLIM1', 'PXN', 'ILK', 'ITGB3', 'VTN', 'TNS1', 'LASP1', 'CAPN1', 'PIP5K1C', 'ITGAV', 'Na']
G0/G1 Phase Transition	['EGF', 'JUN', 'STAT1', 'MAP2K1', 'PDPK1', 'FOS', 'PTK2', 'CCNA2', 'CCNA1', 'TFDP1', 'SP1', 'TFDP2', 'CDK7', 'CDK6', 'TFDP3', 'CCNE2', 'CCNE1', 'CDK4', 'MNAT1', 'RAF1', 'ATF2', 'RB1', 'RELA', 'SRC', 'CDKN1B', 'GSK3B', 'CDKN1C', 'SHC1', 'RASGRF1', 'CDKN1A', 'CCNH', 'TGFA', 'AREG', 'EGFR', 'ITPR1', 'CCND1', 'AKT1', 'PLCG1', 'MAPK1', 'JAK2', 'Na']
G1/S Damage Checkpoint	['TGFB1', 'SMAD3', 'CDKN1B', 'SMAD4', 'CDKN2A', 'CDKN1A', 'CDC25A', 'PRKDC', 'TGFBR1', 'TGFBR2', 'BBC3', 'TP53AIP1', 'CDK6', 'CHEK1', 'CDK4', 'CHEK2', 'NBN', 'CDK2', 'ATM', 'ATR', 'TP53', 'MDM2', 'Na']
G1/S Phase Transition	['ATAD2', 'HELLS', 'CDC25A', 'RBX1', 'CCNA2', 'CCNA1', 'TFDP1', 'RBL2', 'TFDP2', 'CDK7', 'CDK6', 'CCNE2', 'CCNE1', 'CDK4', 'CDK2', 'MNAT1', 'RB1', 'CDKN1B', 'CDKN1C', 'CDKN1A', 'CCNH', 'CKS1B', 'CUL1', 'FOXM1', 'CHAF1A', 'CCNB1', 'CCND1', 'RAD54L', 'MYC', 'AKT1', 'E2F3', 'MYBL2', 'SKP1', 'SKP2', 'Na']
G2/M Damage Checkpoint	['CDKN1A', 'GADD45B', 'GADD45A', 'HUS1', 'GADD45G', 'HIPK2', 'CDC25B', 'CDC25C', 'CCNB1', 'CHEK1', 'CHEK2', 'ATM', 'CDK1', 'TP53BP1', 'SFN', 'ATR', 'TP53', 'Na']
G2/M Phase Transition	['PLK1', 'PARP1', 'CDC25B', 'RBX1', 'CDC25C', 'CENPF', 'WEE1', 'CCNA1', 'CDK2', 'CDK1', 'KIF20A', 'RB1', 'GSK3B', 'AURKA', 'CUL1', 'PKMYT1', 'CENPA', 'FOXM1', 'SLK', 'CCNB3', 'CCNB2', 'FZR1', 'CCNB1', 'AKT1', 'FBXO5', 'NEK2', 'FBXO7', 'BTRC', 'SKP1', 'DLGAP5', 'Na']
Gap Junction Assembly	['GRIA1', 'CTNNB1', 'CAV1', 'ADRB1', 'HTR2A', 'EGFR', 'ITPR1', 'GJB1', 'TJP1', 'GJC1', 'SP1', 'GJA1', 'GJB2', 'SGSM3', 'MAPK3', 'MAPK1', 'DRD1', 'DRD2', 'MAPK7', 'DBN1', 'Na']
Golgi to Endosome Transport	['NSF', 'IGF2R', 'PRKCD', 'M6PR', 'BET1L', 'PACS1', 'DNM1', 'DNM2', 'PICALM', 'SMOC2', 'CPD', 'RAB9A', 'PLIN3', 'RAB5A', 'VPS29', 'VAMP4', 'STX16', 'GOSR1', 'ARF1', 'FURIN', 'NAPA', 'VPS26B', 'CLINT1', 'RASGRP3', 'VPS26A', 'STX12', 'GGA1', 'EEA1', 'SNX4', 'GGA2', 'GOLGA4', 'ARFRP1', 'SNX2', 'SNX1', 'GOLGA1', 'TGOLN2', 'STX6', 'VTI1A', 'YKT6', 'STX5', 'VPS35', 'Na']
Golgi Transport	['TRAPPC3', 'RAB1A', 'SEC24C', 'SEC24B', 'RAB2A', 'SEC13', 'SEC23A', 'GBF1', 'ARF1', 'SEC16A', 'ARFGAP1', 'PREB', 'SEC31A', 'ERGIC3', 'SEC24D', 'GAPDH', 'ERGIC2', 'ERGIC1', 'SEC31B', 'RAB6A', 'Na']
Hemidesmosome Assembly	['COL17A1', 'CD151', 'DST', 'ITGB4', 'ITGA6', 'ERBIN', 'PLEC', 'Na']
Histone Acetylation	['CREBBP', 'NCOA3', 'NCOA1', 'HDAC1', 'HDAC2', 'BRCA1', 'SIRT1', 'SAP30', 'MECP2', 'NCOR1', 'KAT2B', 'NCOR2', 'KAT2A', 'KAT5', 'SIN3A', 'EP300', 'RBBP4', 'SAP18', 'RBBP7', 'KPNA2', 'Na']
Histone Methylation	['KDM4A', 'KDM2B', 'CBX5', 'SETDB1', 'MBD1', 'DNMT3A', 'DNMT3B', 'ZBTB33', 'ZHX1', 'SAP30', 'NCOR1', 'GFI1B', 'DNMT1', 'KDM5B', 'PCNA', 'KDM3A', 'KDM1A', 'HDAC1', 'HDAC2', 'UHRF1', 'SUV39H1', 'EHMT2', 'MECP2', 'SIN3A', 'RBBP4', 'SAP18', 'RBBP7', 'KDM6B', 'Na']
Histone Phosphorylation	['HDAC1', 'CBX5', 'CHUK', 'H2AFX', 'AURKA', 'VRK1', 'AURKC', 'STK4', 'AURKB', 'RPS6KA5', 'RPS6KA4', 'KAT2A', 'RPS6KA3', 'CDK2', 'ATM', 'CDK1', 'ATR', 'Na']
Histone Sumoylation	['RANBP2', 'UBE2I', 'KDM1A', 'HDAC4', 'CBX5', 'SP100', 'MBD1', 'PIAS1', 'PML', 'RANGAP1', 'SUMO2', 'HSF1', 'SUMO1', 'EP300', 'SUMO3', 'UBA2', 'TP53', 'SAE1', 'RCOR1', 'Na']
Histone Ubiquitylation	['RNF2', 'RING1', 'CTR9', 'LEO1', 'BRCA1', 'CDC73', 'BMI1', 'DZIP3', 'PAF1', 'RNF20', 'Na']
INO80 in Chromatin Remodeling	['INO80D', 'RUVBL1', 'YY1', 'INO80C', 'ACTR8', 'ACTL6A', 'H2AFX', 'ACTR5', 'RUVBL2', 'INO80', 'INO80B', 'Na']
Intraflagellar Transport: Anterograde Transport	['BBS2', 'DYNC2H1', 'BBS1', 'WDR19', 'IFT140', 'BBIP1', 'TTC21B', 'IFT122', 'IFT81', 'IFT80', 'WDR35', 'IFT43', 'IFT20', 'TTC8', 'IFT88', 'IFT22', 'TTC30B', 'IFT46', 'CLUAP1', 'IFT27', 'MAPRE1', 'TTC26', 'TRAF3IP1', 'IFT172', 'KIF17', 'HSPB11', 'KIF3B', 'IFT52', 'IFT74', 'KIF3A', 'DYNC2LI1', 'BBS9', 'KIFAP3', 'BBS7', 'IFT57', 'BBS5', 'BBS4', 'Na']
Intraflagellar Transport: BBSome Interaction	['BBS2', 'BBS1', 'RAB3IP', 'TUBB', 'BBIP1', 'PTCH1', 'RAB11A', 'TTC8', 'MAPT', 'SMO', 'HDAC6', 'DHH', 'ARL6', 'SHMT2', 'IHH', 'DCTN1', 'ARRB2', 'TUBA1A', 'SHH', 'PCM1', 'ARRB1', 'ASAP1', 'LEPR', 'RAB8A', 'BBS9', 'BBS7', 'CEP290', 'RAB11FIP3', 'BBS5', 'BBS4', 'Na']
Intraflagellar Transport: Retrograde Transport	['BBS2', 'DYNC2H1', 'BBS1', 'WDR19', 'IFT140', 'BBIP1', 'TTC21B', 'IFT122', 'IFT81', 'IFT80', 'WDR35', 'IFT43', 'IFT20', 'TTC8', 'IFT88', 'IFT22', 'TTC30B', 'IFT46', 'CLUAP1', 'IFT27', 'MAPRE1', 'TTC26', 'TRAF3IP1', 'IFT172', 'HSPB11', 'KIF3B', 'IFT52', 'IFT74', 'KIF3A', 'DYNC2LI1', 'BBS9', 'KIFAP3', 'BBS7', 'IFT57', 'BBS5', 'BBS4', 'Na']
Kinetochore Assembly	['CENPW', 'DAXX', 'PLK1', 'KNL1', 'RANBP1', 'ZWINT', 'CDC20', 'RANGAP1', 'NDC80', 'CENPE', 'CENPF', 'SPC24', 'ZW10', 'MXD1', 'CENPH', 'CENPI', 'INCENP', 'BUB1B', 'CENPK', 'CENPL', 'CENPM', 'CENPN', 'CENPO', 'KIF2C', 'MAD1L1', 'SPC25', 'MAD2L1', 'CENPT', 'ZWILCH', 'CDCA8', 'MIS12', 'TTK', 'CENPA', 'CENPB', 'CENPC', 'AURKB', 'XPO1', 'NUF2', 'OIP5', 'BUB3', 'Na']
Lamellipodia and Filopodia Formation in Cancer	['LIMK1', 'RDX', 'MSN', 'LIMK2', 'MYO10', 'RHOF', 'BAIAP2', 'VAV1', 'TIAM1', 'VASP', 'CDC42', 'DIAPH1', 'DIAPH2', 'DIAPH3', 'APC', 'PIK3R1', 'PIK3CA', 'FSCN1', 'EZR', 'DOCK1', 'VIL1', 'CTNND1', 'WAS', 'IQGAP1', 'PAK1', 'CFL1', 'RAC1', 'WASF1', 'WASF2', 'Na']
LINE1 Retrotransposition in Neuron Development (Hypothesis)	['LEF1', 'GSK3B', 'HDAC1', 'WNT3A', 'MBD1', 'CTNNB1', 'LRP6', 'AXIN1', 'MECP2', 'FRAT1', 'SOX2', 'DVL1', 'ATM', 'Na']
Macroautophagy Decline	['UVRAG', 'BECN1', 'RUBCN', 'SH3GLB1', 'DAPK1', 'RB1CC1', 'PIK3R4', 'WIPI1', 'HMGB1', 'AMBRA1', 'ATG14', 'ATG13', 'ATG12', 'MAP1LC3B', 'ATG16L1', 'ATG101', 'HMOX1', 'BCL2', 'ULK2', 'ULK1', 'PIK3C3', 'ATG7', 'ATG5', 'Na']
Metaphase/Anaphase Phase Transition	['CCNB1', 'PLK1', 'ESPL1', 'PTTG1', 'AURKA', 'CDK1', 'CDC20', 'AURKB', 'Na']
Microtubule Cytoskeleton	['DIAPH1', 'DPYSL2', 'CLIP1', 'MAPT', 'MAP4', 'STMN1', 'MAP2', 'KIF14', 'CLASP1', 'KIF2C', 'TPPP', 'AURKB', 'Na']
Mitochondrial DNA Replication and Transcription	['ENDOG', 'PTCD3', 'MTERF3', 'TFB2M', 'POLRMT', 'TFB1M', 'MRPL12', 'DHX30', 'MT-RNR1', 'C10ORF2', 'TFAM', 'SSBP1', 'POLG2', 'MTERF1', 'POLG', 'PPARGC1A', 'RMRP', 'LONP1', 'Na']
Mitochondrial Fusion and Fission	['FIS1', 'PINK1', 'OPA1', 'MFN2', 'BAX', 'BAK1', 'MTFP1', 'DNM1', 'MARCH5', 'DNM1L', 'MFN1', 'Na']
Mitochondrial Protein Transport	['HSPA9', 'TOMM40', 'PAM16', 'TOMM70', 'TIMM23', 'TIMM44', 'TOMM20', 'HSPBP1', 'TOMM22', 'DNAJC19', 'TIMM50', 'GRPEL1', 'BAG1', 'HSPA1A', 'PMPCB', 'TIMM17A', 'PMPCA', 'TOMM5', 'TOMM6', 'TOMM7', 'Na']
mRNA Degradation	['PATL1', 'UPF1', 'LSM2', 'LSM1', 'LSM6', 'LSM5', 'LSM4', 'LSM3', 'PAN3', 'PAN2', 'LSM7', 'XRN2', 'XRN1', 'PABPC1', 'SKIV2L', 'DCP1A', 'ZCCHC3', 'DCP2', 'PARN', 'TENT4A', 'TENT4B', 'EDC3', 'EDC4', 'PDLIM1', 'DHX36', 'MTREX', 'Na']
mRNA Transcription and Processing	['CPSF6', 'GTF2A1', 'TBP', 'CPSF4', 'GTF2B', 'U2AF2', 'U2AF1', 'CDK7', 'DDX39B', 'PABPN1', 'CSTF2', 'NSMF', 'TCEA1', 'Na']
Nuclear Envelope in Cell Division	['SREBF1', 'AKAP1', 'NPM1', 'RB1', 'CBX5', 'SYNE1', 'LMNB1', 'NUP153', 'NRM', 'LEMD3', 'LEMD2', 'LMNB2', 'SYNE2', 'TOR1AIP1', 'LMNA', 'TMPO', 'BANF1', 'LBR', 'EMD', 'ZNF239', 'PLEC', 'Na']
Nuclear Lamina Cleavage	['SREBF1', 'RB1', 'PRKCD', 'CBX5', 'SYNE1', 'LMNB1', 'LEMD3', 'LEMD2', 'LMNB2', 'SYNE2', 'TOR1AIP1', 'LMNA', 'TMPO', 'CASP6', 'CASP7', 'CASP3', 'BANF1', 'LBR', 'EMD', 'ZNF239', 'Na']
NURD in Chromatin Remodeling	['SHC1', 'HDAC1', 'HDAC2', 'MCRS1', 'IKZF1', 'CHD4', 'CHD3', 'MECP2', 'MTA1', 'MTA2', 'HAT1', 'SUMO2', 'SUMO1', 'SIN3A', 'RBBP4', 'DPEP3', 'RBBP7', 'TRIM28', 'MTA3', 'Na']
NURF in Chromatin Remodeling	['BPTF', 'SMARCA1', 'RBBP4', 'RBBP7', 'BAZ1A', 'Na']
Peroxisome Protein Import and Peroxisome Division	['PEX19', 'PEX1', 'PEX10', 'PEX3', 'PEX12', 'PEX2', 'PEX13', 'DNM1', 'PEX14', 'PEX16', 'SLC25A17', 'PEX5L', 'CAT', 'PEX5', 'PEX7', 'PEX6', 'HSPA1A', 'PPARG', 'PEX11G', 'ABCD3', 'PEX11A', 'PEX11B', 'UBE2D2', 'PEX26', 'ABCD1', 'ABCD2', 'DNM1L', 'Na']
Protein Folding	['UNC45A', 'HSP90AA1', 'ST13', 'HSPA8', 'TOMM70', 'HSPA14', 'HSPBP1', 'HSP90B1', 'CDC37', 'BAG1', 'HSPA1A', 'STUB1', 'FKBP4', 'Na']
Protein Nuclear Import and Export	['NXT1', 'RANBP1', 'NUP153', 'NUTF2', 'RANGAP1', 'XPO1', 'NXF1', 'KPNB1', 'NUP50', 'TNPO1', 'XPO5', 'XPOT', 'RCC1', 'CSE1L', 'KPNA1', 'RAN', 'KPNA2', 'Na']
Retrotransposons Regulation (Mouse Model)	['PIWIL3', 'PIWIL2', 'TDRD1', 'PIWIL4', 'DDX4', 'ASZ1', 'MOV10L1', 'DICER1', 'MAEL', 'TDRD9', 'PIWIL1', 'Na']
RNA Gene Silencing	['XPO5', 'FMR1', 'AGO2', 'DICER1', 'DROSHA', 'PRKRA', 'DGCR8', 'TNRC6A', 'RAN', 'TARBP2', 'Na']
rRNA Transcription and Processing	['RPL5', 'TBP', 'RB1', 'DR1', 'BRF2', 'BRF1', 'GTF3A', 'CD3EAP', 'TTF1', 'FBL', 'TAF1C', 'TAF1A', 'TAF1B', 'POLR1E', 'CDK1', 'UBTF', 'TOP1', 'BDP1', 'MAF1', 'Na']
S/G2 Phase Transition	['NPM1', 'CDT1', 'H2AFX', 'CDC25A', 'CDC7', 'CDC6', 'RBX1', 'CCNA2', 'CCNA1', 'TFDP1', 'TFDP2', 'TFDP3', 'CCP110', 'CDK2', 'RB1', 'CDKN1B', 'CDKN1C', 'CDKN1A', 'CKS1B', 'CCNF', 'CUL1', 'NPAT', 'CDC45', 'FZR1', 'CCNB1', 'KAT5', 'BTRC', 'SKP1', 'SKP2', 'Na']
SCF/BTRC Complex	['CDC25A', 'NFKB1', 'MTOR', 'CDC25B', 'RBX1', 'ATG13', 'CDC20', 'PER2', 'WEE1', 'NFKBIA', 'REST', 'PER1', 'CDK1', 'DDIT3', 'ULK1', 'ATF4', 'TP53', 'MDM2', 'RB1', 'CTNNB1', 'AURKA', 'CUL1', 'RB1CC1', 'FOXM1', 'AURKB', 'RPTOR', 'CCNB2', 'CCNB1', 'CLSPN', 'CHEK1', 'FBXO5', 'DEPTOR', 'BTRC', 'SKP1', 'Na']
SCF/CCNF Complex	['RRM2', 'CCP110', 'CCNF', 'CUL1', 'NUSAP1', 'RBX1', 'SKP1', 'Na']
SCF/FBXO11 Complex	['CAND1', 'CDH1', 'PRKD1', 'CUL1', 'DTL', 'TWIST1', 'SNAI1', 'NEDD8', 'FBXO11', 'RBX1', 'TP53', 'SKP1', 'Na']
SCF/FBXO7 Complex	['CUL1', 'TRAF2', 'NFKB1', 'RBX1', 'IKBKB', 'NFKBIA', 'CCNB1', 'CDK1', 'FBXO7', 'RIPK1', 'IKBKG', 'BIRC2', 'SKP1', 'DLGAP5', 'Na']
SCF/FBXW7 Complex	['NOTCH1', 'FBXW7', 'CSF3R', 'JUN', 'AURKA', 'CUL1', 'HUWE1', 'CDC6', 'KLF5', 'MTOR', 'RBX1', 'NFKB2', 'MYB', 'CCNE2', 'CCNE1', 'MYC', 'TRIM17', 'JUNB', 'MCL1', 'SKP1', 'Na']
SCF/SKP2 Complex	['PARP1', 'RAD50', 'RBX1', 'CCNA2', 'CCNA1', 'CDK6', 'CCNE1', 'CDK4', 'CDK2', 'MRE11', 'TP53', 'MDM2', 'RB1', 'CDKN1B', 'CDKN1C', 'CDKN1A', 'CKS1B', 'CUL1', 'FOXO3', 'FOXO1', 'BCL2L11', 'CCND1', 'NBN', 'CASP3', 'SKP1', 'SKP2', 'Na']
Single-Strand Base Excision	['PCNA', 'FEN1', 'MPG', 'LIG1', 'OGG1', 'PNKP', 'XRCC1', 'LIG3', 'UNG', 'POLB', 'POLE', 'NTHL1', 'TDG', 'APEX1', 'MUTYH', 'Na']
Single-Strand Mismatch	['PCNA', 'FEN1', 'POLE', 'MLH1', 'EXO1', 'MSH3', 'LIG1', 'MSH6', 'MSH2', 'MLH3', 'PMS2', 'PMS1', 'Na']
Single-Strand Nucleotide Excision	['PCNA', 'LIG1', 'RFC1', 'XPA', 'RAD23B', 'XPC', 'TENT4A', 'GTF2H5', 'XAB2', 'ERCC1', 'DDB1', 'POLE', 'ERCC4', 'ERCC5', 'ERCC2', 'ERCC3', 'ERCC8', 'ERCC6', 'Na']
Sister Chromatid Cohesion	['PCNA', 'PLK1', 'ESCO2', 'ESCO1', 'AURKA', 'PDS5B', 'PDS5A', 'WAPL', 'CDC20', 'AURKB', 'NIPBL', 'MAU2', 'SGO1', 'ESPL1', 'PTTG1', 'KIF2C', 'BUB1', 'MAD2L1', 'Na']
Spindle Assembly	['PLK1', 'NUMA1', 'CDC20', 'AURKB', 'ZW10', 'TPX2', 'MXD1', 'ESPL1', 'BUB1B', 'PTTG1', 'NEK2', 'CDK1', 'KIF2C', 'BUB3', 'MAD1L1', 'MAD2L1', 'Na']
SRCAP in Chromatin Remodeling	['NCOA2', 'CREBBP', 'ZNF483', 'H2AFZ', 'SRCAP', 'ACTL6A', 'ACTR6', 'NR3C1', 'RUVBL1', 'VPS72', 'YEATS4', 'RUVBL2', 'CARM1', 'DMAP1', 'Na']
SWI/SNF BRG1/BAF in Chromatin Remodeling	['SMARCD1', 'SMARCC1', 'SMARCD2', 'SMARCD3', 'SMARCC2', 'SMARCB1', 'ACTL6A', 'ACTL6B', 'SMARCE1', 'ARID1A', 'NR3C1', 'SMARCA4', 'ACTB', 'HAT1', 'NFIB', 'Na']
SWI/SNF BRG1/PBAF in Chromatin Remodeling	['SMARCD1', 'SMARCC1', 'SMARCD2', 'SMARCD3', 'SMARCC2', 'SMARCB1', 'PBRM1', 'ACTL6A', 'ACTL6B', 'SMARCE1', 'NR3C1', 'SMARCA4', 'ACTB', 'HAT1', 'NFIB', 'ARID2', 'Na']
SWI/SNF BRM/BAF in Chromatin Remodeling	['SMARCD1', 'SMARCC1', 'SMARCD2', 'SMARCD3', 'SMARCC2', 'SMARCB1', 'ACTL6B', 'SMARCE1', 'ARID1A', 'SMARCA2', 'NR3C1', 'ACTB', 'HAT1', 'NFIB', 'Na']
Telomere Maintenance	['XRCC5', 'XRCC6', 'TERC', 'TNKS', 'TINF2', 'TERF1', 'TNKS2', 'TERF2', 'RAD50', 'DKC1', 'TERT', 'm_Tel1p', 'TEP1', 'AKT1', 'NBN', 'ATM', 'ABL1', 'MRE11', 'TERF2IP', 'TP53', 'POT1', 'HNRNPA1', 'Na']
Tight Junction Assembly (Claudins)	['CRB3', 'CRB1', 'EPB41', 'MPP5', 'PATJ', 'PARD3', 'YBX3', 'TIAM1', 'CDC42', 'SAFB', 'PARD6A', 'TJP2', 'AFDN', 'TJP1', 'CDK4', 'LLGL1', 'RAC1', 'STX4', 'MPDZ', 'SPTAN1', 'SPTBN1', 'TJP3', 'MARK2', 'Na']
Tight Junction Assembly (JAMs)	['MAGI1', 'RHOA', 'EPB41', 'SMURF1', 'CGN', 'PARD3', 'TJAP1', 'CASK', 'YBX3', 'F11R', 'TIAM1', 'CDC42', 'PARD6A', 'AFDN', 'TJP1', 'CDK4', 'LLGL1', 'JAM2', 'RAC1', 'STX4', 'SPTAN1', 'SPTBN1', 'JAM3', 'Na']
Tight Junction Assembly (Occludin)	['MAGI2', 'EPB41', 'ILK', 'CTNNB1', 'MAGI3', 'ACTN1', 'CGN', 'PTEN', 'YBX3', 'VASP', 'TJP2', 'AFDN', 'TJP1', 'OCLN', 'VAPA', 'HSF1', 'CTTN', 'RAB13', 'CDK4', 'AKT1', 'CTNNA1', 'SYMPK', 'MAP3K20', 'VCL', 'Na']
Transcytosis	['IGF2R', 'TRPC4', 'NOS3', 'CAVIN2', 'CAV3', 'CAV2', 'HSPA8', 'CAVIN4', 'CAV1', 'TRPV4', 'TGFBR1', 'EPN1', 'SLC9A3', 'TF', 'CLCN5', 'TCN2', 'GNAQ', 'RAB5A', 'GRB7', 'RAB7A', 'CFTR', 'SCARB2', 'CHRM1', 'TFRC', 'CLCN4', 'EGFR', 'LIPA', 'EDNRA', 'PTRF', 'LAMP2', 'LAMP1', 'MRC1', 'PRKCDBP', 'LAMP3', 'KDR', 'TRPC1', 'BDKRB2', 'CSK', 'RILP', 'ATP6V1C1', 'ATP6V0A1', 'Na']
Translation	['EIF5B', 'YARS', 'DARS', 'WARS', 'MARS2', 'SARS', 'KTN1', 'EEF2', 'EIF1', 'EEF1A2', 'EEF1A1', 'EEF1D', 'RPS6KB2', 'RPS6KB1', 'KARS', 'QARS', 'LARS2', 'MARS', 'EEF1G', 'EIF4G1', 'ETF1', 'IARS', 'PABPC1', 'GARS', 'FARSA', 'AARS', 'ABCE1', 'TPT1', 'CARS', 'EIF4A1', 'VARS', 'RARS', 'TARS', 'EPRS', 'FARS2', 'GSPT1', 'EEF1B2', 'EEF2K', 'RPS6KA1', 'LARS', 'NARS', 'HARS', 'EIF4E', 'TRNAM-CAU', 'Na']
tRNA Transcription and Processing	['TBP', 'DR1', 'BRF1', 'TOP1', 'BDP1', 'MAF1', 'Na']
TRRAP/TIP60 in Chromatin Remodeling	['TRRAP', 'MEAF6', 'ACTL6A', 'CBX3', 'H2AFX', 'H2AFV', 'MRGBP', 'ITPR1', 'RUVBL1', 'NPAT', 'MORF4L1', 'ACTB', 'MORF4L2', 'VPS72', 'ING3', 'KAT2A', 'YEATS4', 'KAT5', 'RUVBL2', 'EPC1', 'EPC2', 'DMAP1', 'BRD8', 'MAD2L1', 'Na']
Acinar Cells in the Saliva Formation	['CHRM3', 'SLC12A2', 'SLC4A2', 'AQP5', 'ATP1A1', 'AQP3', 'ATP1B1', 'SLC9A1', 'ITPR1', 'ANO1', 'CA2', 'GNAQ', 'KCNN4', 'Na']
Acute Cytotoxic CD8+T-Cell Response against Melanocytes	['JUN', 'IL2', 'NFKBIA', 'IFNG', 'CD247', 'PTPN6', 'RAF1', 'LAT', 'SOS1', 'TRB', 'TRA', 'CD3G', 'IL2RG', 'CD3E', 'CD3D', 'ITPR1', 'AKT1', 'CTLA4', 'FCER1G', 'MAP3K7', 'MAP3K8', 'ICOS', 'CARD11', 'MAP2K2', 'MAP2K1', 'PDPK1', 'GZMB', 'FOS', 'ZAP70', 'LCK', 'IL2RA', 'CD8A', 'IL2RB', 'TRAF6', 'LTA', 'PRKCQ', 'GRB2', 'MAP3K14', 'BCL10', 'PRF1', 'FASLG', 'MALT1', 'MAPK9', 'MAPK3', 'PTK2B', 'PLCG1', 'MAPK1', 'FYN', 'JAK3', 'JAK1', 'STAT5A', 'MAP2K7', 'Na']
