0	Gene Signature
Abnormality of T cell physiology (HP:0011840)	['TBX1', 'TNFRSF13B', 'COG6', 'AK2', 'RAB27A', 'RFXANK', 'WAS', 'FASLG', 'PNP', 'CASP8', 'MAGT1', 'CASP10', 'RFX5', 'RFXAP', 'FAS', 'EPG5', 'JAK3', 'CD40LG', 'CIITA', 'UMPS', 'ICOS', 'SLC39A4', 'Na']
Abnormal connection of the cardiac segments (HP:0011545)	['TBX1', 'CFAP53', 'GDF1', 'GATA6', 'HOXD13', 'GATA4', 'MED13L', 'CFC1', 'RAB23', 'VANGL1', 'WT1', 'PIGL', 'GPC3', 'PHGDH', 'NKX2-6', 'MEGF8', 'NODAL', 'NKX2-5', 'FKTN', 'Na']
Vertebral hypoplasia (HP:0008417)	['ACVR1', 'SLC26A2', 'INPPL1', 'SUMF1', 'GLB1', 'SOX2', 'NSDHL', 'RPS19', 'PRKAR1A', 'COL11A1', 'FLNB', 'LBR', 'SOX9', 'Na']
Blindness (HP:0000618)	['SEMA4A', 'B3GALNT2', 'CTC1', 'LAMB2', 'BMP4', 'FRAS1', 'PLOD1', 'NDUFS6', 'NDUFS4', 'NDUFS3', 'NDUFS2', 'TBC1D24', 'NDUFS1', 'GUCY2D', 'NDUFB9', 'POMT1', 'CEP164', 'PROS1', 'NDUFB3', 'LRP5', 'PIK3R2', 'MTR', 'PQBP1', 'ADAMTS10', 'GRIP1', 'ATIC', 'MFSD8', 'CDH3', 'TMEM67', 'CAPN5', 'CNGA3', 'FLVCR1', 'CEP290', 'NDUFV2', 'NDUFV1', 'EIF2B5', 'EIF2B4', 'FZD4', 'TIMM8A', 'EIF2B3', 'NUBPL', 'NAA10', 'NDUFA1', 'RPE65', 'COL2A1', 'GALC', 'GJB2', 'NDUFAF5', 'NDUFAF3', 'GNAS', 'NDUFAF4', 'PPT1', 'NDUFAF1', 'NDUFAF2', 'ASPA', 'FREM2', 'FBN1', 'OAT', 'RD3', 'MTRR', 'HEXA', 'HEXB', 'NDUFA11', 'ALMS1', 'TCIRG1', 'CRX', 'PLG', 'FOXRED1', 'CLN3', 'GM2A', 'NDP', 'TNFSF11', 'LRAT', 'SCN1A', 'ABCD1', 'EIF2B2', 'EIF2B1', 'Na']
Hypercholesterolemia (HP:0003124)	['ABCG8', 'JAG1', 'LPL', 'CAV1', 'DYRK1B', 'OCRL', 'PCSK9', 'PHKA2', 'APTX', 'LIPA', 'RAI1', 'TTPA', 'APOE', 'LDLRAP1', 'SLC25A13', 'ABCG5', 'APOB', 'Na']
Vertebral compression fractures (HP:0002953)	['FKBP10', 'NOTCH2', 'TNFRSF11A', 'GBA', 'LEPRE1', 'MMP2', 'CRTAP', 'GORAB', 'UROS', 'AIP', 'SERPINF1', 'SQSTM1', 'Na']
Photophobia (HP:0000613)	['SEMA4A', 'TUB', 'C8ORF37', 'PDE6H', 'PDE6G', 'CACNA2D4', 'MITF', 'CTNS', 'DHDDS', 'RGS9BP', 'RBP3', 'FAM161A', 'TGFBI', 'PLCD1', 'ADAM9', 'AIPL1', 'C2ORF71', 'PCNA', 'OCA2', 'NRL', 'PRCD', 'NOD2', 'TNF', 'C4A', 'BEST1', 'HARS', 'RAB28', 'GNAT2', 'IL12RB2', 'SLC39A4', 'EYS', 'PCYT1A', 'WNT10A', 'SLC6A19', 'ST14', 'ABCA4', 'HLA-B', 'RPE65', 'RAX2', 'TOPORS', 'PRPF6', 'ALDH3A2', 'MC1R', 'PRPF8', 'GJB2', 'CDHR1', 'PRPF4', 'PRPF3', 'OPN1MW', 'PITPNM3', 'MAK', 'GJB6', 'CLRN1', 'CNGB3', 'UNC119', 'FSCN2', 'SNRNP200', 'CHST6', 'CNGB1', 'CERKL', 'AIRE', 'ARL6', 'IL23R', 'SLC45A2', 'XPA', 'TACSTD2', 'NR2E3', 'XPC', 'SAT1', 'CACNA1F', 'LTBP2', 'KCNV2', 'RIMS1', 'NEK2', 'LRAT', 'SCN1A', 'RGS9', 'PROM1', 'TP63', 'IL10', 'ROM1', 'OFD1', 'C10ORF11', 'AP3B1', 'USH2A', 'MERTK', 'TYR', 'RPGRIP1', 'CRYGC', 'MAPT', 'PIKFYVE', 'KLHL7', 'ARL2BP', 'PRPH2', 'ZNF513', 'TLR4', 'GUCY2D', 'FOXC2', 'MEFV', 'TAT', 'SLC7A14', 'SPATA7', 'OPN1LW', 'CA4', 'RDH12', 'CNGA3', 'DRD5', 'IMPG2', 'CNGA1', 'MBTPS2', 'TIMM8A', 'STAT4', 'MCOLN1', 'DDB2', 'RP2', 'RP1', 'GPR143', 'TTC8', 'IMPDH1', 'NMNAT1', 'ERCC2', 'SAG', 'PRPF31', 'PNPLA6', 'ERCC6', 'KIZ', 'RP9', 'RGR', 'CRB1', 'SLC24A5', 'ALMS1', 'GUCA1B', 'CRX', 'TULP1', 'RPGR', 'LYST', 'GUCA1A', 'RLBP1', 'EDNRA', 'POC1B', 'RHO', 'PDE6C', 'PDE6B', 'PDE6A', 'CNNM4', 'IDH3B', 'POLH', 'Na']
Iris coloboma (HP:0000612)	['B3GALNT2', 'SRD5A3', 'CRYBB2', 'CRYBB1', 'RPGRIP1L', 'TSC2', 'TSC1', 'TMEM138', 'DHCR7', 'BCOR', 'B9D1', 'TFAP2A', 'YAP1', 'RB1', 'LRP2', 'ACTB', 'ATOH7', 'TMEM67', 'TCOF1', 'NPHP1', 'TBX22', 'CSPP1', 'FLNA', 'ZNF423', 'FKTN', 'VPS13B', 'GDF3', 'ALG3', 'ALG2', 'ANK1', 'TMEM231', 'MAF', 'TMEM5', 'B3GALTL', 'TMEM114', 'FAM111A', 'TMEM237', 'GNAQ', 'ERF', 'CCDC22', 'VSX2', 'CRYAA', 'FGFR2', 'MKS1', 'NOTCH2', 'WHSC1', 'NELFA', 'ACTG1', 'FGF3', 'AAAS', 'C12ORF57', 'PORCN', 'SALL1', 'SOX2', 'SALL2', 'SALL4', 'INPP5E', 'LARGE', 'GJA8', 'PTCH2', 'OFD1', 'PTCH1', 'PAX6', 'KIF7', 'CRYGD', 'AHI1', 'LETM1', 'BMP4', 'CRYGC', 'ZEB2', 'TMEM216', 'CEP41', 'ISPD', 'TENM3', 'POMT1', 'ABCB6', 'POMT2', 'CHD7', 'SHH', 'GMPPA', 'CC2D2A', 'CEP290', 'WNT3', 'C5ORF42', 'MBTPS2', 'IGBP1', 'FKRP', 'NAA10', 'KCTD1', 'POMGNT2', 'POMGNT1', 'KIAA0196', 'COL4A1', 'KIAA1279', 'POLR1C', 'POLR1D', 'POMK', 'KRAS', 'B3GNT1', 'SEMA3E', 'CRYBA4', 'HCCS', 'SIX6', 'ARL13B', 'TCTN3', 'TCTN2', 'SUFU', 'TCTN1', 'PDE6D', 'HRAS', 'Na']
Abnormality of the pupil (HP:0000615)	['KRT71', 'PHYH', 'TINF2', 'OCRL', 'NME1', 'KRT74', 'ACTA2', 'COL3A1', 'STIM1', 'GPR143', 'PIK3R1', 'LPAR6', 'PEX7', 'ORAI1', 'FBN1', 'RB1', 'DDC', 'FOXC1', 'POMT2', 'IKBKAP', 'LRP5', 'PTEN', 'AAAS', 'ATOH7', 'HHAT', 'TMEM67', 'SIX6', 'SH3TC2', 'ADAMTSL4', 'GMPPA', 'MPZ', 'LIPH', 'CHN1', 'NDP', 'PITX2', 'Na']
Abnormality of the nasolacrimal system (HP:0000614)	['CREBBP', 'EYA1', 'CD151', 'TWIST1', 'UBR1', 'PAX1', 'GRIP1', 'FRAS1', 'PTDSS1', 'TCOF1', 'FGF10', 'FREM1', 'NOP10', 'FREM2', 'FGFR3', 'FGFR2', 'TFAP2A', 'TP63', 'Na']
Lactic acidosis (HP:0003128)	['TUFM', 'G6PC', 'AGK', 'PDHX', 'PUS1', 'SDHA', 'PC', 'SCO2', 'ETHE1', 'ISCU', 'SUCLG1', 'COX20', 'TYMP', 'PDHB', 'IBA57', 'YARS2', 'TMEM70', 'VTI1A', 'NDUFV2', 'NDUFV1', 'SURF1', 'ADCK3', 'NDUFAF5', 'NDUFAF6', 'NDUFAF3', 'SFXN4', 'NDUFAF4', 'NDUFAF1', 'FBXL4', 'NDUFAF2', 'OGDH', 'TACO1', 'FARS2', 'DGUOK', 'MPC1', 'NFU1', 'COX15', 'COX14', 'CYC1', 'DNM1L', 'COX10', 'ACAD9', 'BCKDHB', 'COA5', 'BCKDHA', 'TSFM', 'PDHA1', 'ELAC2', 'COQ9', 'LRPPRC', 'COQ2', 'LYRM4', 'PCCB', 'NDUFS8', 'NDUFS7', 'PCCA', 'RRM2B', 'LYRM7', 'NDUFS6', 'RMND1', 'NDUFS4', 'NDUFS3', 'NDUFS2', 'NDUFS1', 'ALDOB', 'ATPAF2', 'SLC25A4', 'MRPS16', 'NDUFB9', 'AARS2', 'SLC25A3', 'FASTKD2', 'NDUFB3', 'LIAS', 'TAZ', 'DBT', 'CA5A', 'ATP5E', 'SERAC1', 'TK2', 'SLC37A4', 'NDUFA9', 'NUBPL', 'TPK1', 'PET100', 'NDUFA2', 'NDUFA1', 'BCS1L', 'COX6B1', 'PDP1', 'HADHB', 'SLC25A19', 'SUCLA2', 'HADHA', 'SDHAF1', 'BOLA3', 'DLD', 'FH', 'TRMU', 'NDUFA12', 'NDUFA10', 'NDUFA11', 'MTO1', 'HSD17B10', 'FOXRED1', 'PHKG2', 'MPV17', 'MLYCD', 'DLAT', 'EARS2', 'Na']
Urinary bladder sphincter dysfunction (HP:0002839)	['RTN2', 'NIPA1', 'ATL1', 'SPG7', 'HSPD1', 'ZFYVE26', 'KIAA0196', 'KIF5A', 'REEP2', 'ATXN3', 'SPAST', 'ATXN2', 'KIF1A', 'ABCD1', 'ATXN1', 'SPG11', 'Na']
Ankle clonus (HP:0011448)	['RTN2', 'ZNF592', 'SLC52A3', 'GPR56', 'GBA2', 'FA2H', 'SPG20', 'KIF5A', 'REEP1', 'ZFYVE27', 'KIF1A', 'STUB1', 'RAB18', 'SPG11', 'Na']
Abnormality of aspartate family amino acid metabolism (HP:0010899)	['GUCY2D', 'TTC37', 'AASS', 'AHCY', 'MTRR', 'ABCD4', 'ADK', 'SLC3A1', 'MTR', 'GNMT', 'FAH', 'LMBRD1', 'SLC7A9', 'MAT1A', 'MMACHC', 'SLC25A13', 'MMADHC', 'DECR1', 'Na']
Recurrent bronchitis (HP:0002837)	['C1R', 'TNFRSF13B', 'DNAAF1', 'TAP2', 'TAP1', 'IL2RG', 'RPGR', 'TAPBP', 'CD79B', 'CD79A', 'GNPTAB', 'MGP', 'HYDIN', 'NBN', 'ATM', 'ICOS', 'Na']
Parkinsonism with favorable response to dopaminergic medication (HP:0002548)	['TAF1', 'GIGYF2', 'TH', 'ATP13A2', 'GCH1', 'LRRK2', 'HTRA2', 'FBXO7', 'POLG', 'Na']
Abnormality involving the epiphyses of the upper limbs (HP:0003839)	['EIF2AK3', 'GDF5', 'RUNX2', 'EVC', 'COL2A1', 'BMP2', 'MGP', 'GNPAT', 'PRKAR1A', 'ERCC8', 'ERCC6', 'FGFR3', 'ATR', 'BMPR1B', 'NPR2', 'SRCAP', 'IFT172', 'IHH', 'TRPS1', 'RAB23', 'SALL1', 'DYM', 'FLNA', 'PCNT', 'RMRP', 'EVC2', 'NKX3-2', 'Na']
Inability to walk (HP:0002540)	['CDKL5', 'SLC16A2', 'MEF2C', 'PGAP3', 'ATP8A2', 'ADSL', 'POMT1', 'GDAP1', 'ADAR', 'FAM126A', 'CLN3', 'SLC9A6', 'ERBB4', 'SUCLA2', 'C10ORF2', 'AP4S1', 'TK2', 'SLC19A3', 'SLC17A5', 'Na']
Congenital hepatic fibrosis (HP:0002612)	['DYNC2H1', 'IQCB1', 'WDPCP', 'DOLK', 'RPGRIP1L', 'CYP7B1', 'IFT80', 'HFE2', 'WDR35', 'TMEM231', 'WDR34', 'RPGRIP1', 'ARHGAP31', 'WDR60', 'TMEM216', 'EOGT', 'B9D2', 'HAMP', 'B9D1', 'SDCCAG8', 'MKS1', 'DOCK6', 'NOTCH1', 'INVS', 'MPI', 'CEP164', 'SLC40A1', 'LIPA', 'RBPJ', 'PKHD1', 'TMEM67', 'INPP5E', 'NPHP1', 'TCTN2', 'NPHP3', 'NPHP4', 'CC2D2A', 'CEP290', 'Na']
Aneurysm (HP:0002617)	['SMAD3', 'STAT3', 'ABCC6', 'OFD1', 'GAA', 'PTPN11', 'SLC2A10', 'TSC2', 'TSC1', 'BRAF', 'HLA-B', 'TGFBR1', 'TGFBR2', 'EXT1', 'CECR1', 'EXT2', 'ACTA2', 'COL4A1', 'COL3A1', 'PKP2', 'ENG', 'FBN1', 'RAF1', 'RYR2', 'PKD1', 'PRKCSH', 'LRP5', 'PLOD3', 'MYLK', 'FBLN5', 'MED12', 'EFEMP2', 'MLX', 'IL12B', 'SEC63', 'ATP7A', 'PCNT', 'MYH11', 'PRKG1', 'Na']
Abnormal drinking behavior (HP:0030082)	['SLC12A3', 'KCNJ5', 'KCNJ10', 'CASR', 'AVPR2', 'CTNS', 'SLC5A2', 'AQP2', 'CLDN16', 'TMEM67', 'NPHP1', 'NPHP3', 'NPHP4', 'KCNJ1', 'Na']
Hypotension (HP:0002615)	['ACE', 'NTRK1', 'CASR', 'SLC12A1', 'CAV1', 'AGT', 'SCNN1G', 'CYP11B2', 'SCNN1B', 'AGTR1', 'REN', 'FTL', 'RYR1', 'DDC', 'FMR1', 'HEXB', 'DBH', 'IKBKAP', 'SCNN1A', 'LMNB1', 'CLCNKB', 'DCTN1', 'NR3C2', 'SERPINA6', 'AAAS', 'TTR', 'MUC1', 'GNA11', 'GMPPA', 'VHL', 'SLC25A20', 'KCNJ1', 'ATP7A', 'SNCA', 'Na']
Hypoalphalipoproteinemia (HP:0003233)	['LMNA', 'ABCA1', 'APOA1', 'SMPD1', 'ALMS1', 'PPARG', 'LCAT', 'APOA5', 'PPP1R3A', 'SLC25A13', 'Na']
Spinal cord lesions (HP:0100561)	['DDR2', 'FAM58A', 'NRAS', 'NOTCH2', 'SH2B1', 'HMGA2', 'LEMD3', 'RUNX2', 'Na']
Flattened epiphyses (HP:0003071)	['MMP13', 'COL2A1', 'CANT1', 'SLC26A2', 'KIF22', 'COL9A2', 'EIF2AK3', 'IFT122', 'SLC39A13', 'CHST3', 'WISP3', 'Na']
Infertility (HP:0000789)	['CCDC39', 'SNRPN', 'PRLR', 'SEPT12', 'DYX1C1', 'NANOS1', 'DNAAF3', 'C21ORF59', 'DNAAF1', 'PTPN11', 'CTNS', 'FOXL2', 'AR', 'SPATA16', 'ZMYND10', 'PGR', 'GOPC', 'ZP1', 'RSPH1', 'CCDC40', 'CFTR', 'CCNO', 'H6PD', 'CATSPER1', 'AMHR2', 'LHB', 'HEATR2', 'GBA2', 'NR3C1', 'AURKC', 'KLHL10', 'RNF216', 'NDN', 'HSD17B3', 'AMH', 'DNAI1', 'DNAI2', 'Na']
Increased number of teeth (HP:0011069)	['CCBE1', 'C2CD3', 'WNT5A', 'IL11RA', 'OFD1', 'TRPS1', 'AMMECR1', 'ACSL4', 'FGF3', 'EXT1', 'RUNX2', 'RECQL4', 'APC', 'PIGL', 'NHS', 'KCNE1L', 'FAT4', 'ROR2', 'DHCR7', 'BCOR', 'Na']
Chronic mucocutaneous candidiasis (HP:0002728)	['IL17RA', 'STAT1', 'CLEC7A', 'AIRE', 'CARD9', 'RFX5', 'RFXAP', 'EPG5', 'RFXANK', 'IL17F', 'IL2RG', 'CIITA', 'Na']
Abnormal number of incisors (HP:0011064)	['EVC', 'EIF4A3', 'B3GALTL', 'SHH', 'BLM', 'NAA10', 'SIX3', 'ANKRD11', 'NHS', 'PTCH1', 'GLI2', 'BCOR', 'Na']
Systemic lupus erythematosus (HP:0002725)	['C1QC', 'C1QB', 'C1QA', 'C1S', 'SERPING1', 'TREX1', 'C8A', 'ITGAM', 'PEPD', 'C4A', 'C2', 'Na']
Recurrent abscess formation (HP:0002722)	['ITGB2', 'PSENEN', 'FCN3', 'NCF2', 'NCF4', 'IL10RB', 'IL10RA', 'CYBB', 'PSEN1', 'CYBA', 'LYST', 'VANGL1', 'PSTPIP1', 'BTK', 'NCF1', 'MNX1', 'CTSC', 'Na']
Abnormality of incisor morphology (HP:0011063)	['CREBBP', 'B3GALTL', 'CCBE1', 'WNT10A', 'CHSY1', 'VPS13B', 'FGF10', 'COL11A1', 'NHS', 'IKBKG', 'FGFR3', 'FGFR2', 'Na']
Partial duplication of thumb phalanx (HP:0009944)	['SALL1', 'CANT1', 'RPS19', 'FGF10', 'TBX5', 'KIF7', 'FGFR3', 'FGFR2', 'Na']
Duplication of thumb phalanx (HP:0009942)	['CANT1', 'FANCA', 'FANCC', 'LMBR1', 'TBX5', 'KIF7', 'FANCE', 'RAB23', 'SALL1', 'RPS19', 'FANCD2', 'FGF10', 'FGFR3', 'FGFR2', 'Na']
Ulnar deviation of finger (HP:0009465)	['CD96', 'TPM2', 'WNT7A', 'GDF5', 'LIFR', 'SULF1', 'MYBPC1', 'PAX3', 'ASXL1', 'BCR', 'MYH3', 'BMP2', 'SLCO5A1', 'TNNT3', 'DHCR7', 'RAB3GAP2', 'RAB3GAP1', 'BMPR1B', 'FBN2', 'SLC26A2', 'HOXD13', 'HOXA13', 'CRKL', 'SALL1', 'TBX22', 'TNNI2', 'FLNA', 'MAPK1', 'HRAS', 'SHOX', 'Na']
Myopathic facies (HP:0002058)	['DPM2', 'ACTA1', 'SLC6A8', 'RYR1', 'SLC52A3', 'TPM2', 'GMPPB', 'STAC3', 'NEB', 'UBA1', 'TAZ', 'Na']
Abnormality of the intervertebral disk (HP:0005108)	['SMAD3', 'MESP2', 'HES7', 'SMARCB1', 'RNU4ATAC', 'HGD', 'SMARCE1', 'TRPV4', 'HOXD13', 'ARID1A', 'ARID1B', 'SOX11', 'DLL3', 'SMARCA4', 'COL2A1', 'LFNG', 'ANKH', 'SHOC2', 'CHST3', 'Na']
Abnormality of the Achilles tendon (HP:0005109)	['NSUN2', 'FKRP', 'HGD', 'BICD2', 'LMNA', 'GJB1', 'ABHD12', 'MYOT', 'ALS2', 'LARGE', 'COL6A2', 'EMD', 'HRAS', 'Na']
Decreased central vision (HP:0007663)	['GUCY2D', 'RPGRIP1', 'TRPM1', 'PDE6H', 'ABCC6', 'PITPNM3', 'CLRN1', 'AIPL1', 'RPE65', 'PROM1', 'RPGR', 'BEST1', 'Na']
Abnormality of the vertebral endplates (HP:0005106)	['TRAPPC2', 'KIF22', 'EIF2AK3', 'SLC39A13', 'B3GALT6', 'ZBTB20', 'WISP3', 'PAPSS2', 'MMP13', 'COL2A1', 'COMP', 'CLCN7', 'GNPAT', 'ACP5', 'COL10A1', 'COL9A1', 'SOST', 'CHST3', 'Na']
Short palpebral fissure (HP:0012745)	['TBX1', 'MOGS', 'LIFR', 'THOC6', 'ZMPSTE24', 'RBPJ', 'LMNA', 'TBX15', 'MYCN', 'SLX4', 'GJA1', 'ORC1', 'DOK7', 'STAC3', 'SMOC1', 'RAPSN', 'RBM10', 'FAT4', 'SOX9', 'DCHS1', 'KCNJ2', 'CEP57', 'Na']
Papilloma (HP:0012740)	['KRT1', 'LRRC8A', 'KRT9', 'SDHD', 'TMC8', 'SDHB', 'TMC6', 'SDHC', 'PIK3R1', 'IGLL1', 'PIK3CA', 'KRT16', 'TCF3', 'IGHM', 'ECM1', 'FCN3', 'KLLN', 'DOCK8', 'PTEN', 'STK4', 'PORCN', 'CD79B', 'CD79A', 'CXCR4', 'AKT1', 'BLNK', 'HRAS', 'IKBKG', 'POLH', 'Na']
Breech presentation (HP:0001623)	['COL1A2', 'COL1A1', 'MYH3', 'SLC26A2', 'CRTAP', 'ORC1', 'PEX1', 'DHCR7', 'KLHL41', 'MKS1', 'Na']
Premature birth (HP:0001622)	['PEX19', 'STRADA', 'ESCO2', 'SLC12A1', 'PEX1', 'PEX10', 'PEX3', 'BRAF', 'PEX12', 'PEX2', 'PEX13', 'PEX14', 'KIF7', 'SMC1A', 'PEX16', 'COL1A2', 'COL1A1', 'SARS2', 'ABCA12', 'COL3A1', 'ARHGAP31', 'PEX5', 'DOK7', 'EOGT', 'PEX6', 'RAPSN', 'DHCR7', 'PLEC', 'MYH7', 'ABCB4', 'RNU4ATAC', 'SF3B4', 'PEX11B', 'CLCNKB', 'IGHMBP2', 'CLCNKA', 'PTH1R', 'TMEM70', 'PEX26', 'ZMPSTE24', 'LMNA', 'CRKL', 'RAD21', 'SHH', 'FLVCR2', 'PNPO', 'FLNB', 'MAP2K2', 'MAP2K1', 'TINF2', 'ATP8B1', 'FANCB', 'TSHR', 'FIG4', 'BCR', 'AIMP1', 'HYLS1', 'KRAS', 'SLC27A4', 'DOCK6', 'NOTCH1', 'SLC26A3', 'GBA', 'ITGB4', 'HOXD13', 'RBPJ', 'HDAC8', 'SMC3', 'NIPBL', 'RPS19', 'ADAMTS2', 'BSND', 'MAPK1', 'HRAS', 'KCNJ1', 'SLC17A5', 'Na']
High pitched voice (HP:0001620)	['SMARCAL1', 'BLM', 'ADAMTSL2', 'MED12', 'GHR', 'HSPG2', 'SEPN1', 'FAM111A', 'ERCC4', 'POLD1', 'ORC4', 'TRIM37', 'SERPINH1', 'RBBP8', 'RIN2', 'PCNT', 'POC1A', 'Na']
Ventricular septal defect (HP:0001629)	['TFAP2B', 'PEX19', 'ESCO2', 'PEX10', 'PEX12', 'PEX13', 'PEX14', 'PEX16', 'WT1', 'ARHGAP31', 'MGP', 'KAT6B', 'EOGT', 'STAMBP', 'ROR2', 'GTF2IRD1', 'DHCR7', 'BCOR', 'GTF2I', 'CHRM3', 'LRP2', 'PEX11B', 'XYLT1', 'IFT172', 'LRP5', 'COMT', 'HIRA', 'PEX26', 'HOXA13', 'EFTUD2', 'AMER1', 'CRKL', 'RAB23', 'CCND2', 'NSD1', 'AKT3', 'GPC4', 'RPL15', 'GPC3', 'FLNB', 'CHST14', 'GPC6', 'SHOC2', 'ARVCF', 'NKX2-5', 'TTC37', 'CREBBP', 'JAG1', 'CD96', 'DTNA', 'GDF1', 'FOXF1', 'VPS13B', 'GDF3', 'NR2F2', 'B3GALT6', 'BAZ1B', 'GDF6', 'COL2A1', 'B3GALTL', 'BCR', 'TBL2', 'WDR60', 'CCDC22', 'NODAL', 'FBN1', 'CHST3', 'FGFR2', 'FBN2', 'FTO', 'NOTCH2', 'ARX', 'KMT2D', 'GATA6', 'CACNA1D', 'GATA4', 'GATA3', 'LTBP2', 'SMC3', 'PORCN', 'SALL1', 'SOX2', 'GJA1', 'NIPBL', 'SALL4', 'RPS19', 'NEK1', 'ANKRD11', 'PIEZO2', 'SLC19A2', 'TP63', 'MKKS', 'LIMK1', 'RFC2', 'PEX1', 'PTPN11', 'PEX3', 'PEX2', 'PALB2', 'SMC1A', 'ACVR2B', 'MEIS2', 'ZEB2', 'PEX5', 'PIK3CA', 'IMPAD1', 'PEX6', 'PIGL', 'RARB', 'DSG1', 'UMPS', 'SHANK3', 'SOS1', 'FOXC2', 'UFD1L', 'CITED2', 'RBM8A', 'ELN', 'CHD7', 'PIK3R2', 'UBR1', 'PQBP1', 'ADAMTS10', 'MED12', 'RAD21', 'MEOX1', 'SNX3', 'DSE', 'ERBB3', 'FADD', 'LBR', 'SMN1', 'PHGDH', 'STRA6', 'CEP290', 'CEP57', 'IGBP1', 'TBX1', 'CCBE1', 'NAA10', 'VPS33B', 'ATRX', 'RPL35A', 'DDX11', 'GP1BB', 'TTC7A', 'TBX5', 'TBX3', 'FIG4', 'KIAA0196', 'EVC', 'ASXL1', 'CLIP2', 'RIT1', 'HYLS1', 'MPLKIP', 'KRAS', 'VIPAS39', 'SLC29A3', 'MTFMT', 'CANT1', 'SEMA3E', 'COL11A2', 'ECE1', 'HOXD13', 'HCCS', 'KANSL1', 'HDAC8', 'GLI3', 'NSDHL', 'ZIC3', 'TCTN3', 'MGAT2', 'MAPK1', 'HRAS', 'EVC2', 'Na']
Neuroectodermal neoplasm (HP:0030061)	['EDN3', 'MLH1', 'CDKN2A', 'BDNF', 'RUNX1', 'PTPN11', 'PTCH1', 'KCNAB2', 'TSC2', 'TSC1', 'BRAF', 'MSH2', 'SDHB', 'PALB2', 'H19', 'NME1', 'PHOX2B', 'SKI', 'APC', 'GDNF', 'MSH6', 'NF2', 'NF1', 'TP53', 'RAF1', 'RET', 'RB1', 'PRDM16', 'ASCL1', 'ERBB2', 'CHEK2', 'NBN', 'GPC4', 'GPC3', 'GABRD', 'PMS2', 'Na']
Nervous tissue neoplasm (HP:0030060)	['EDN3', 'MLH1', 'CDKN2A', 'BDNF', 'RUNX1', 'PTPN11', 'PTCH1', 'KCNAB2', 'TSC2', 'TSC1', 'BRAF', 'MSH2', 'SDHB', 'PALB2', 'H19', 'NME1', 'PHOX2B', 'SKI', 'APC', 'GDNF', 'MSH6', 'NF2', 'NF1', 'TP53', 'RAF1', 'RET', 'RB1', 'PRDM16', 'ASCL1', 'ERBB2', 'CHEK2', 'NBN', 'GPC4', 'GPC3', 'GABRD', 'PMS2', 'Na']
Neuroepithelial neoplasm (HP:0030063)	['EDN3', 'MLH1', 'CDKN2A', 'BDNF', 'RUNX1', 'PTPN11', 'PTCH1', 'KCNAB2', 'TSC2', 'TSC1', 'BRAF', 'MSH2', 'SDHB', 'PALB2', 'NME1', 'PHOX2B', 'SKI', 'APC', 'GDNF', 'MSH6', 'NF2', 'NF1', 'TP53', 'RAF1', 'RET', 'RB1', 'PRDM16', 'ASCL1', 'ERBB2', 'CHEK2', 'NBN', 'GPC4', 'GPC3', 'GABRD', 'PMS2', 'Na']
High anterior hairline (HP:0009890)	['LETM1', 'LRP2', 'WHSC1', 'NELFA', 'NSD1', 'EFNB1', 'ZC4H2', 'ALX3', 'MID1', 'THOC6', 'FGD1', 'SOS1', 'Na']
Underdeveloped supraorbital ridges (HP:0009891)	['TTC37', 'NSUN2', 'PEX19', 'JAG1', 'MAP2K2', 'ESCO2', 'MAP2K1', 'GDF1', 'PEX1', 'TCF12', 'HBA1', 'PEX10', 'LIG4', 'PEX3', 'BRAF', 'PEX12', 'HBA2', 'PEX2', 'PEX13', 'PEX14', 'PEX16', 'ASXL1', 'PEX5', 'PEX6', 'KRAS', 'ZFPM2', 'FGFR3', 'FGFR2', 'CITED2', 'MASP1', 'KIF11', 'PEX11B', 'GATA6', 'GATA5', 'TWIST1', 'GATA4', 'PEX26', 'RAB23', 'GHR', 'ANTXR1', 'GJA5', 'RBM10', 'MSX2', 'NKX2-5', 'Na']
Abnormal protein glycosylation (HP:0012346)	['DPAGT1', 'SRD5A3', 'MPI', 'PMM2', 'COG6', 'COG5', 'ALG6', 'ALG3', 'DOLK', 'ALG13', 'COG1', 'ALG1', 'ALG11', 'DPM1', 'DPM3', 'DDOST', 'RFT1', 'MGAT2', 'PGM1', 'ATP6V0A2', 'Na']
Abnormal protein N-linked glycosylation (HP:0012347)	['DPAGT1', 'SRD5A3', 'MPI', 'PMM2', 'COG6', 'COG5', 'ALG6', 'ALG3', 'DOLK', 'ALG13', 'COG1', 'ALG1', 'ALG11', 'DPM1', 'DPM3', 'DDOST', 'RFT1', 'MGAT2', 'PGM1', 'ATP6V0A2', 'Na']
Arnold-Chiari malformation (HP:0002308)	['LIMK1', 'RFC2', 'HMGA2', 'BAZ1B', 'FUZ', 'TGFBR1', 'LEMD3', 'TGFBR2', 'PAX2', 'VANGL1', 'SKI', 'CLIP2', 'POR', 'TBL2', 'PIK3CA', 'GNAQ', 'FGFR1', 'ERF', 'GTF2IRD1', 'FBN1', 'FGFR3', 'FGFR2', 'MKS1', 'GTF2I', 'NOTCH2', 'ELN', 'PORCN', 'SALL1', 'SC5D', 'HRAS', 'Na']
