0	Gene Signature
Cardiac arrest	['KCNE1', 'SLC22A4', 'CRCP', 'ABCB6', 'RFXANK', 'TRT-CGT2', 'ZBTB8OS', 'ENO2', 'S100B', 'LRSAM1', 'TBRG4', 'ACER3', 'PROSC', 'EXOSC10', 'SLITRK1', 'CCPG1', 'MLX', 'LBR', 'ERC2', 'ANAPC1', 'KCNJ2', 'Na']
Cardiofaciocutaneous syndrome	['MAP2K2', 'MAP2K1', 'PTPN11', 'JAKMIP1', 'KRT74', 'RASA1', 'SPRED1', 'POGZ', 'HRAS', 'KRAS', 'SHOC2', 'MAP2K7', 'SOS1', 'Na']
Cardiomyopathy	['TGFB3', 'TSFM', 'MYBPC3', 'AGK', 'ABCC9', 'CAV3', 'JUP', 'ACTN2', 'BRAF', 'TMEM43', 'GTPBP3', 'SDHA', 'DES', 'SCO2', 'MYL2', 'MYL3', 'RBM20', 'DSG2', 'PKP2', 'DSC2', 'MYH6', 'MYH7', 'MT-CYB', 'RAF1', 'CALR3', 'AARS2', 'SLC25A4', 'NDUFB11', 'NEXN', 'PRDM16', 'TAZ', 'LMNA', 'CSRP3', 'MYO6', 'TBX20', 'TPM1', 'EMD', 'FKTN', 'DSP', 'FKRP', 'MAP2K2', 'MAP2K1', 'TNNC1', 'EYA4', 'TNNI3K', 'TBX5', 'DNAJC19', 'TNNT2', 'TCAP', 'KRAS', 'CRYAB', 'ZFPM2', 'VCL', 'MYLK2', 'RYR2', 'ACADVL', 'LAMA4', 'PRKAG2', 'PSEN1', 'GATA4', 'PSEN2', 'ACTC1', 'MTO1', 'TTN', 'JPH2', 'MYPN', 'GATAD1', 'PLN', 'TMPO', 'SGCD', 'BAG3', 'OPA1', 'NPPA', 'GJA5', 'SCN5A', 'TNNI3', 'FPGT-TNNI3K', 'CTNNA3', 'DMD', 'MYOZ2', 'Na']
Cardiovascular system disease	['DYNC2H1', 'PCGF3', 'TYW3', 'GATAD2A', 'KIAA1462', 'PDYN', 'SMARCA4', 'TTC39B', 'GRIN3A', 'MTAP', 'MYL2', 'FNDC1', 'WDR81', 'CYP1A2', 'SIK3', 'CDK14', 'TAGLN', 'RETN', 'ANTXR2', 'CDKN2AIP', 'RASIP1', 'TFPI', 'PHYHIP', 'PPP4R1', 'FAM120B', 'MTHFD1L', 'E2F4', 'ANKS1A', 'ST3GAL4', 'ABCA1', 'DNAH11', 'DTNB', 'EDEM2', 'XRCC4', 'GPN1', 'KIAA1244', 'B5MCY1', 'BACE1', 'BTD', 'BCAM', 'HNF1A', 'PRKAR1A', 'ZFAT', 'TLR10', 'SUGP1', 'ZNF259', 'XKR6', 'RD3', 'CETP', 'ANP32B', 'SLC22A3', 'FARS2', 'LIPC', 'ENO4', 'LIPA', 'INPP5D', 'NKAIN4', 'PDGFD', 'ACAD10', 'APOE', 'SOX7', 'APOB', 'AASS', 'FN1', 'NUTF2', 'ISX', 'ZWINT', 'VAV2', 'VEGFA', 'MRAS', 'HLA-DQB1', 'IGSF5', 'ZNF518B', 'PCSK9', 'SLC7A13', 'TMEM163', 'MRPL33', 'ERMP1', 'TRIM5', 'MYO6', 'VPS8', 'SAFB2', 'LHPP', 'ANKRD6', 'HAVCR1', 'ASIC2', 'MAP9', 'GPR39', 'WWOX', 'ZNF101', 'TPTE2', 'MEF2C', 'OFCC1', 'FAM46A', 'ANO6', 'POU5F1', 'F5', 'WDR12', 'ALDH5A1', 'ABCB11', 'SNX17', 'COL4A2', 'TMEM57', 'PLEKHO2', 'DSCAML1', 'C5ORF67', 'RYR3', 'TOMM40', 'NCAN', 'COL11A2', 'RPLP1', 'MIA3', 'TCF21', 'HERPUD1', 'ROBO1', 'SMG6', 'AKAP13', 'EPB41L4A', 'CUX2', 'CILP2', 'ASZ1', 'RABGEF1', 'NDST4', 'STAB2', 'BCAP29', 'RNF130', 'FADS2', 'SLC17A4', 'ABCG8', 'TFAP2B', 'BCHE', 'GSS', 'KLHL29', 'LRRC63', 'CXCL12', 'MTNR1B', 'OLFM3', 'UBE2Z', 'PSAT1', 'ITGA11', 'ZC3HC1', 'DPEP2', 'TNIK', 'ABCG5', 'HHIPL1', 'PVRL2', 'ZSCAN2', 'CRCP', 'DGKD', 'CD82', 'PRDM6', 'C6ORF10', 'CELSR2', 'LOXL1', 'TMEM241', 'RNFT1', 'CDH2', 'BAALC', 'MACROD2', 'OR4A47', 'MYH15', 'PHLDA2', 'LDLR', 'SMAD3', 'CASR', 'GCKR', 'GOT2', 'VTA1', 'C2ORF16', 'TMEM232', 'PROCR', 'CDH13', 'CNGB3', 'IL1RAPL1', 'GPR101', 'LPA', 'DOCK7', 'DOCK6', 'CALCRL', 'LPL', 'SLC38A11', 'CHRDL1', 'EDC4', 'SLC2A9', 'FAM174A', 'LEPR', 'ACAA2', 'IL6R', 'GALNT2', 'USP24', 'MEPE', 'APOA5', 'OPRM1', 'APOA4', 'C19ORF80', 'IQCJ', 'C1ORF168', 'DNM2', 'SEZ6L', 'RBKS', 'BCL3', 'BUD13', 'VSTM2B', 'ZNF512', 'FAN1', 'B4GALT4', 'C2ORF43', 'KHDRBS2', 'GMPR', 'LAMC2', 'NLRC5', 'FHIT', 'C4ORF32', 'TTC29', 'LBH', 'AFF1', 'DPP6', 'LLPH', 'MCF2L', 'SNAPC4', 'TCF7L2', 'GRID1', 'IRX4', 'KCTD7', 'TIAM1', 'FMNL2', 'PSRC1', 'APOC1', 'GFOD2', 'KCTD10', 'TBC1D7', 'PPAP2B', 'EIF3H', 'GCOM1', 'MYO1H', 'CRP', 'FLT1', 'WDR86', 'FHL5', 'HMGCR', 'OASL', 'THSD4', 'SLITRK1', 'SLITRK5', 'TRIM22', 'ADAMTS7', 'Na']
Carney complex	['CDKN1B', 'F10', 'AIP', 'ASMTL', 'FOXI1', 'PDE11A', 'POMC', 'PRKAR1B', 'PRKAR1A', 'LYPD1', 'PRKAR2A', 'CDK2AP2', 'GNAS', 'PRKACB', 'GPR101', 'PDE8B', 'MEN1', 'MYH8', 'PRKACA', 'Na']
Carnitine palmitoyltransferase II deficiency	['HADHB', 'IMPACT', 'CPT1B', 'ACADVL', 'ACADL', 'CPT2', 'SLC25A20', 'ETFDH', 'ACAA2', 'TEAD2', 'CRAT', 'CS', 'Na']
Caroli disease	['PKHD1', 'TMEM67', 'WDR19', 'NPHP3', 'ETFA', 'AGER', 'GLIS2', 'Na']
Carpal tunnel syndrome	['APCS', 'GALNT3', 'PALM3', 'NDUFB2', 'NCMAP', 'KIN', 'CCSAP', 'PSMD9', 'TTR', 'COL5A1', 'G3V1Q6', 'RNPEP', 'CDC42EP5', 'RHOJ', 'YIPF7', 'PMP22', 'RIMBP2', 'B2M', 'ARHGEF10', 'Na']
Carpenter syndrome	['CDON', 'RTL1', 'DACH2', 'PTCH2', 'ESX1', 'GAS1', 'ZC4H2', 'POMT2', 'AASDHPPT', 'KIF27', 'Na']
Carrion's Disease	['GYPB', 'DYNLRB1', 'TRW-CCA7', 'HSPD1', 'HSPE1', 'ARF6', 'Na']
Cataract	['UNC45B', 'PHYH', 'CRYGS', 'SLC33A1', 'SRD5A3', 'AGK', 'KCNJ13', 'CRYBB2', 'CRYBB1', 'CRYBB3', 'OCRL', 'BFSP1', 'FAM126A', 'CRYGD', 'GALK1', 'VCAN', 'CRYGB', 'CRYGC', 'BFSP2', 'PEX7', 'VIM', 'MYH9', 'CHMP4B', 'EPHA2', 'HMX1', 'MT-CYB', 'GALT', 'ABHD5', 'CLPB', 'FYCO1', 'RDH11', 'HSF4', 'IARS2', 'PITX3', 'LONP1', 'LIM2', 'DMPK', 'WFS1', 'SLC16A12', 'LSS', 'GFER', 'MAF', 'COL2A1', 'ERCC1', 'CYP27A1', 'MIP', 'AGPS', 'ERCC2', 'GNPAT', 'ERCC6', 'CRYAB', 'FTL', 'RAB3GAP2', 'VSX2', 'CRYAA', 'MVK', 'CTDP1', 'CRYBA1', 'SLC2A1', 'GCNT2', 'CRYBA2', 'CRYBA4', 'MSMO1', 'SIPA1L3', 'ABHD12', 'EBP', 'GJA1', 'SIX6', 'GJA3', 'OPA3', 'GJA8', 'EPG5', 'COL11A1', 'NHS', 'Na']
Cavernous hemangioma	['CD2AP', 'PDCD10', 'CR1L', 'MRI1', 'HBA1', 'KRIT1', 'CCM2', 'CD34', 'SNRPB', 'WIBG', 'Na']
Celiac disease	['CCR2', 'BRAP', 'PTPN2', 'RMI2', 'AMY1C', 'MMEL1', 'PTPN11', 'YDJC', 'OLIG3', 'IQCJ', 'AJAP1', 'RUNX3', 'IL2', 'SLC9A4', 'TG', 'ARHGAP31', 'IRF4', 'ZNF639', 'ELMO1', 'HLA-DQB1', 'REL', 'HECA', 'ALPK2', 'CD247', 'IL18R1', 'PUS10', 'USP34', 'CD80', 'ZFP36L1', 'NCALD', 'C6ORF99', 'PARK7', 'PTPRK', 'BACH2', 'UBE2L3', 'MYNN', 'SLC9A2', 'LRRC2', 'C15ORF39', 'FYCO1', 'C1ORF106', 'ATXN2', 'PPRC1', 'HERC1', 'ADAD1', 'NAA25', 'CTLA4', 'WNT3', 'SH2B3', 'CCR4', 'ICOS', 'CCR3', 'HLA-DQA1', 'XCR1', 'DCC', 'TIMMDC1', 'TNFSF18', 'LRRIQ4', 'TTC34', 'TOP3B', 'UBE2E3', 'FRMD4B', 'NFIA', 'CRH', 'LTF', 'PFKFB3', 'SLC24A3', 'CD274', 'IL21', 'PLEK', 'SCHIP1', 'LPP', 'ETS1', 'XPO1', 'IL1RL1', 'TMSB4X', 'IL18RAP', 'KIAA1109', 'RGS1', 'CUX2', 'HECTD4', 'TAGAP', 'KCNMB3', 'DLEU1', 'IL12A', 'PLXNA4', 'SOX6', 'ICOSLG', 'Na']
Cellulitis	['CHCHD5', 'AADACL3', 'GJC2', 'CRP', 'MPP5', 'BLOC1S2', 'CEP70', 'LIPH', 'TXNDC12', 'SUCLG2', 'LEPREL1', 'Na']
Central core myopathy	['TRDN', 'RYR3', 'SYPL2', 'TPM3', 'FKBP1C', 'GPR64', 'Na']
Central nervous system disease	['DUSP10', 'IL21', 'CD8B', 'SLCO1A2', 'BMS1', 'STX6', 'EIF2AK3', 'MOBP', 'Na']
Central nervous system lymphoma	['MTX3', 'KLHL14', 'C16ORF59', 'FDCSP', 'HSA-MIR-151B', 'Na']
Central sleep apnea	['IK', 'P2RY11', 'CA1', 'HSPB7', 'CENPJ', 'NPPB', 'STMN3', 'EPG5', 'SLC4A1', 'ARIH1', 'KCNK3', 'Na']
Centronuclear myopathy	['GABRA3', 'MTMR1', 'MTMR2', 'PLEK', 'MTMR12', 'MTMR14', 'PIK3R4', 'PIK3C2B', 'MTMR6', 'PTPLA', 'MTMR8', 'PLN', 'KBTBD13', 'PTPMT1', 'BIN1', 'PIK3C3', 'SBF2', 'AMPH', 'SBF1', 'Na']
Cerebellar ataxia	['SRD5A3', 'HOMER3', 'CACNA2D2', 'NPC1', 'APTX', 'TTC19', 'ZFYVE26', 'PDYN', 'ARHGAP26', 'AFG3L2', 'ALS2CR8', 'COQ2', 'NPC2', 'WDR81', 'ATM', 'MT-TK', 'CNTNAP2', 'ZNF592', 'ABCB7', 'KCNC3', 'ATP1A3', 'SPG7', 'THG1L', 'TMEM240', 'ITPR1', 'ATXN3', 'DPYSL5', 'ATXN7', 'TTPA', 'ANO10', 'CA8', 'C10ORF2', 'KIF1C', 'TK2', 'ATXN1', 'SPTBN2', 'PLEKHG4', 'TBP', 'PRKCG', 'KCND3', 'GRID2', 'GAD2', 'SH2D1B', 'ATP2B3', 'DARS2', 'SETX', 'ATXN10', 'ADCK3', 'L2HGDH', 'FXN', 'AMPH', 'NOP56', 'ATP8A2', 'KCNA1', 'CACNA1A', 'SYNE1', 'SNX14', 'GBA2', 'AFP', 'PPP2R2B', 'TTBK2', 'GRM1', 'DNER', 'SACS', 'CACNG2', 'POLG', 'TGM6', 'ATCAY', 'SIL1', 'Na']
Cerebral amyloid angiopathy	['ABRA', 'ERCC6L', 'HSPB6', 'KCNMB2', 'SLC25A44', 'Na']
Cerebral palsy	['GCH1', 'AVPR2', 'NAA35', 'ASPSCR1', 'RAB3IL1', 'AP4B1', 'ERICD', 'ALDH3A2', 'ABCB10', 'SDPR', 'RAB9B', 'PLP1', 'SP6', 'HPRT1', 'CARD16', 'CPVL', 'KANK1', 'PARPBP', 'AMIGO2', 'AP4E1', 'ATL1', 'KANTR', 'CD99L2', 'AP4M1', 'SIX3', 'AP4S1', 'SERPINH1', 'EARS2', 'Na']
Cerebrotendinous xanthomatosis	['CYP27A1', 'FYCO1', 'NR1I2', 'AKR1E2', 'FDX1', 'CRYBA1', 'GPR183', 'TTPA', 'WDR87', 'CYP7A1', 'CYP8B1', 'Na']
Cerebrovascular disease	['SLC12A3', 'RBFOX3', 'ACSL6', 'ACSL5', 'C10ORF116', 'LEP', 'IL31RA', 'AGTR2', 'AGTR1', 'GLA', 'CCM2', 'CALM2', 'CALM3', 'CALM1', 'MT-TK', 'PON1', 'SERPINE1', 'TFPI', 'ASAH1', 'AQP4', 'PDCD10', 'C10ORF54', 'KDR', 'HABP2', 'PRKCH', 'C5ORF38', 'CYP4F2', 'SERPINF2', 'MTHFR', 'PPBP', 'COG2', 'IGF1', 'ACE2', 'LATS2', 'OCLN', 'ATP4A', 'TNNT1', 'TNNT2', 'NOX4', 'NOX1', 'PTGES', 'PTP4A1', 'TWIST1', 'KANTR', 'EPRS', 'ENO2', 'PLA2G7', 'ICAM1', 'TSKU', 'CD1A', 'GRIN2B', 'HTR7', 'GRIN2A', 'APOH', 'LIPN', 'APOE', 'DECR1', 'TRPM4', 'APOB', 'BBS2', 'RHOA', 'EDN1', 'ACE', 'GP6', 'VEGFA', 'RGMB', 'IL1B', 'MRAS', 'MAPT', 'REN', 'TLR4', 'RTN4R', 'ADM', 'ADRB1', 'PCSK9', 'KLK4', 'PCSK5', 'SDSL', 'ZMYM2', 'PANX1', 'MAP2', 'MLX', 'RRS1', 'CD34', 'ADIPOQ', 'BRD4', 'MMD', 'P2RY12', 'DFFA', 'VKORC1', 'PARP1', 'SYP', 'FOS', 'RPA1', 'F2', 'GP1BA', 'F3', 'BCMO1', 'F5', 'HCK', 'F7', 'TJP1', 'COL4A1', 'PPARG', 'PLP1', 'AVP', 'TCAP', 'CD40LG', 'SERPINC1', 'TNFRSF13B', 'MRS2', 'AIF1', 'PTGS1', 'PTGS2', 'PCLO', 'CST3', 'CXCR4', 'EP300', 'TSPO', 'TGFB1', 'F11', 'F10', 'VCAM1', 'AGT', 'RPSA', 'CXCL12', 'XK', 'PPIG', 'PF4', 'CD68', 'SNRPB', 'EPO', 'CSF3', 'ITGA2B', 'SLC1A2', 'PVR', 'MPO', 'TNF', 'TSPAN33', 'LMNA', 'WDTC1', 'MGAM', 'F2R', 'EPHX2', 'ASPSCR1', 'CYBB', 'SELE', 'GFAP', 'CREB1', 'SELP', 'DLG4', 'GDNF', 'PROCR', 'ERG', 'LPA', 'NOTCH3', 'NOTCH4', 'NOTCH1', 'CPB2', 'CREM', 'PLAT', 'ATP12A', 'CYP2C19', 'NPPA', 'NPPB', 'MBP', 'PPP1R12A', 'ZFHX3', 'ANGPT1', 'BDNF', 'MMP3', 'ITGA2', 'MMP9', 'ACTA2', 'IL6', 'IL8', 'ALB', 'APOA1', 'SP6', 'SERPINI1', 'NES', 'NFE2L2', 'EDA', 'RTN4', 'MT-TL1', 'SPATA5', 'ADAMTS13', 'DPP4', 'KNG1', 'CASP3', 'TAC1', 'NTRK2', 'FGB', 'NOS3', 'VWF', 'PDE4D', 'ALOX5AP', 'NGB', 'S100B', 'NGF', 'SLC25A16', 'POMC', 'SMUG1', 'CLDN5', 'GAP43', 'DCX', 'CRP', 'ERCC6L', 'PLA2G1B', 'ITGB3', 'SLC4A1', 'HMGCR', 'PLG', 'KIAA0101', 'INS', 'PIK3C2A', 'SAMHD1', 'TTR', 'THBD', 'EDNRB', 'ADAMTS2', 'KRIT1', 'TNNI3', 'NOS1', 'CCL2', 'Na']
Cervical cancer	['SERPINB3', 'ZNF582', 'SERPIND1', 'PTPRN', 'UBE3A', 'TAAR6', 'GP5', 'PAX1', 'GP6', 'MAPK8IP1', 'NOL7', 'MAPK8IP2', 'RAB34', 'DLG1', 'GATM', 'TMCC1', 'LMX1A', 'INSM1', 'KIAA0226L', 'Na']
Cervical dystonia	['ABTB1', 'ADCK2', 'OR4X2', 'CDIP1', 'TSR2', 'CCDC65', 'KIF1C', 'DDX41', 'Na']
Cervical incompetence	['COL5A2', 'LEPRE1', 'PLOD1', 'CRTAP', 'HOXA3', 'EVX1', 'SERPINH1', 'Na']
Cervical squamous cell carcinoma	['HSA-MIR-4484', 'HSA-MIR-3147', 'CRCT1', 'HSA-MIR-141-5P', 'KLHDC7B', 'DNAJC9', 'HSA-MIR-3162-5P', 'ARMCX1', 'OSMR', 'HSA-MIR-2392', 'Na']
Cervicitis	['CD79A', 'CDKN2A', 'SERPIND1', 'FLNA', 'MT-TG', 'Na']
Cervix uteri carcinoma in situ	['MORF4L2', 'COL27A1', 'KRT80', 'CDKN2A', 'SERPIND1', 'INSM1', 'MRFAP1', 'PAPL', 'GP5', 'GP6', 'TP53', 'Na']
Chagas disease	['FDPS', 'LMLN', 'MAS1L', 'TPI1', 'CYP51A1', 'TNFRSF10C', 'HSPA4', 'SGOL1', 'C7ORF41', 'IL4', 'CTSL1', 'CD4', 'ADAM7', 'TCN2', 'CD8A', 'IFNG', 'LY6E', 'GALP', 'CALR', 'CD40LG', 'MT-CYB', 'MT-CO1', 'MT-CO2', 'NTM', 'LGALS3BP', 'TNF', '18S', 'PAPOLB', 'WLS', 'CCR5', 'DECR1', 'FDFT1', 'Na']
Chancroid	['PRDX6', 'WT1', 'HGS', 'CD4', 'HSPD1', 'HSPE1', 'Na']
Charcot-Marie-Tooth disease	['TRPV4', 'GDAP1', 'DNM2', 'INF2', 'KARS', 'PMP22', 'GARS', 'AARS', 'RAB7A', 'MTMR2', 'HSPB8', 'TRIM2', 'IGHMBP2', 'LITAF', 'HK1', 'LRSAM1', 'HSPB1', 'NDRG1', 'COX6A1', 'FBLN5', 'LMNA', 'FGD4', 'PRX', 'SH3TC2', 'MPZ', 'MFN2', 'HARS', 'KIF1B', 'SLC25A46', 'MORC2', 'YARS', 'PLEKHG5', 'EGR2', 'SURF1', 'FIG4', 'GJB1', 'MED25', 'MARS', 'GNB4', 'DYNC1H1', 'BSCL2', 'DHTKD1', 'VCP', 'PRPS1', 'NAGLU', 'AIFM1', 'SBF2', 'NEFH', 'SPG11', 'PDK3', 'SBF1', 'Na']
Charcot-Marie-Tooth disease type 4	['MYH7B', 'RNF32', 'NOM1', 'REEP2', 'SRI', 'MYH14', 'UBE3C', 'ODF1', 'GZMH', 'Na']
Chediak-Higashi syndrome	['OCA2', 'UNC13D', 'SLC24A5', 'TYRP1', 'SLC45A2', 'SLC35D3', 'MYO5A', 'RAB27A', 'C10ORF11', 'NBEA', 'TYR', 'LYST', 'PHOX2B', 'STX11', 'BLOC1S6', 'LAMP1', 'SPATA5L1', 'CD8A', 'CTSG', 'LAMTOR2', 'NSMAF', 'WDTC1', 'Na']
Cherubism	['SRC', 'SYK', 'TNKS', 'NFATC1', 'TNKS2', 'VAV1', 'RNF146', 'PSTPIP2', 'SH3BP2', 'ACP5', 'TNFSF11', 'SH3BP5', 'PLCG2', 'Na']
Chickenpox	['RALGAPB', 'CD79A', 'CD4', 'AMHR2', 'DPT', 'CD8A', 'LTF', 'Na']
Chikungunya	['APOL6', 'GLIPR2', 'MT-CO1', 'SH2D3A', 'SH2D3C', 'GPR161', 'SNORD78', 'ERF', 'CD40LG', 'PRSS57', 'Na']
Childhood absence epilepsy	['RUNDC3A', 'TRAPPC11', 'MLST8', 'ME2', 'CACNG3', 'CACNG4', 'TRAK1', 'Na']
Childhood acute lymphocytic leukemia	['SLX4IP', 'AVEN', 'LOH12CR1', 'RP11-137H2', 'HSA-MIR-3941', 'PRED60', 'Na']
Chlamydia	['CRP', 'PHB2', 'IL10', 'ESCO2', 'RAB39A', 'TET1', 'TNF', 'HSPD1', 'CPN1', 'TLR2', 'IL1B', 'CD79A', 'EXTL3', 'NAT9', 'IL8', 'IFNG', 'MRAP', 'CD40LG', 'SUGP2', 'Na']
Choanal atresia	['BCAS4', 'MOCS3', 'ATP8A2', 'SATB2', 'EAF2', 'CHD7', 'CHD2', 'EFTUD2', 'LRRTM1', 'SHH', 'TBX22', 'FAM20C', 'DHX29', 'HOXA2', 'VIPAS39', 'NODAL', 'TXNL4A', 'FGFR2', 'Na']
Cholangiocarcinoma	['PRRT2', 'TCFL5', 'PPFIBP2', 'SHC3', 'PCCA', 'ROS1', 'ZSCAN18', 'Na']
Cholangitis	['ABCB4', 'SP100', 'F2', 'NUP210', 'CD79A', 'ABCB11', 'CD4', 'IL6', 'KRT19', 'PKHD1', 'ALB', 'CD8A', 'CEACAM5', 'DLAT', 'CD40LG', 'GGT2', 'GGT1', 'Na']
Cholecystitis	['CRP', 'THEG', 'ADAM17', 'PRSS27', 'CCK', 'NODAL', 'Na']
Cholecystolithiasis	['CRISP2', 'ABCB4', 'GPR35', 'ELOVL6', 'IFRD2', 'Na']
Choledocholithiasis	['PNLIPRP1', 'ELOVL6', 'UTP3', 'HSA-MIR-222-5P', 'FAM213A', 'HSA-MIR-145-3P', 'HSA-MIR-302C-5P', 'LIX1', 'CTRB1', 'GRAP', 'GGT2', 'U2', 'GGT1', 'CTSC', 'Na']
Cholelithiasis	['ABCG8', 'ABCB4', 'SST', 'ABCB11', 'CCKAR', 'UGT1A1', 'ELOVL6', 'SLC10A2', 'UGT1A6', 'AGAP4', 'CYP7A1', 'ABCG5', 'Na']
Cholera	['PCYT1A', 'WARS', 'ADPRHL2', 'ESCO2', 'NONO', 'PARP1', 'SPINK1', 'ERICD', 'SUMF2', 'GTPBP4', 'FAM215A', 'BPIFB1', 'CYP27A1', 'RAD51', 'XK', 'ARMC1', 'ADPRH', 'GNAO1', 'SELRC1', 'LTB', 'SUCLG2', 'CD40LG', 'VIP', 'RBM27', 'PRF1', 'GNA15', 'CD79A', 'HTR7', 'GNA11', 'NEU1', 'EMD', 'WASF3', 'WDTC1', 'Na']
Cholestasis	['TGFB1', 'HSD3B7', 'ABCC4', 'ABCG8', 'ABCC2', 'ABCC3', 'SLC10A1', 'SLC10A2', 'GPBAR1', 'KRT7', 'SLC51A', 'GCG', 'CYP7B1', 'CCK', 'SLC51B', 'IL1B', 'XK', 'IL6', 'SLCO1C1', 'KRT19', 'SLCO4A1', 'CIRH1A', 'ALB', 'LIX1', 'SPNS1', 'ABCG5', 'ABCB4', 'AKR1D1', 'NR1I2', 'ONECUT1', 'NR1I3', 'AQP8', 'TNF', 'CYP3A4', 'CYP7A1', 'SULT2A1', 'SLCO1B1', 'SLCO1B3', 'TMEM30A', 'JAG1', 'VPS33B', 'ATP8B1', 'NR1H4', 'NR0B2', 'F2', 'HNF1B', 'CYP8B1', 'BCS1L', 'BAAT', 'TJP2', 'TJP1', 'OCLN', 'ABCB11', 'HADHA', 'SLCO1A2', 'FGF19', 'VIPAS39', 'SLC25A13', 'CD40LG', 'AFP', 'CD79A', 'ENPP2', 'MPV17', 'UGT1A3', 'GGT2', 'F5H8K0', 'GGT1', 'Na']
Cholesteatoma	['FGF7', 'KRT4', 'TNFSF11', 'PATE1', 'VEZF1', 'KRT13', 'A1BG', 'URB1', 'SPRR1B', 'LGALS8', 'FGFR2', 'DEFB4A', 'Na']
Cholesterol ester storage disease	['LIPF', 'GOT1', 'STAR', 'LDLRAP1', 'PNLIP', 'Na']
Chondroblastoma	['CCNB3', 'ZNF133', 'TUBA1C', 'USP6', 'H3F3A', 'PTH1R', 'Na']
Chondrocalcinosis	['SLC12A3', 'BCKDHA', 'SPTA1', 'GALNT3', 'ENPP1', 'ANKH', 'ALPL', 'Na']
Chondrodysplasia punctata	['NLGN4X', 'VCX3B', 'PHYH', 'VCX3A', 'PEX10', 'BGN', 'DHCR24', 'PEX12', 'PEX2', 'SUMF1', 'PEX13', 'PEX14', 'VCX2', 'PEX16', 'CAT', 'PEX5', 'AGPS', 'GNPAT', 'PEX7', 'OSTC', 'PEX6', 'EBPL', 'FAR1', 'VKORC1L1', 'HSD17B4', 'PRKX', 'VCX', 'MSMO1', 'PHEX', 'STS', 'EBP', 'SCP2', 'KAL1', 'SHOX', 'ARSH', 'SC5DL', 'ACAA1', 'ARSF', 'ARSD', 'Na']
Chondroma	['PDGFRA', 'KIT', 'GALNT3', 'LHFP', 'HMGA2', 'TSPAN31', 'PTH1R', 'LPP', 'SDHB', 'Na']
Chondrosarcoma	['TAF15', 'TMEM30C', 'FHOD1', 'HSA-MIR-371B-5P', 'CLSTN2', 'LECT1', 'PTH1R', 'EXT1', 'EXT2', 'NR4A3', 'ACAN', 'DIAPH2', 'FMNL3', 'FHDC1', 'ZMAT2', 'DAAM2', 'FMNL1', 'CREB3L2', 'YEATS2', 'DAAM1', 'SRGAP2', 'GRID2IP', 'Na']
Chordoma	['HSA-MIR-3185', 'HSA-MIR-1237-3P', 'HSA-MIR-140-3P', 'RPS23', 'NPIPL2', 'TMEM144', 'SAMD5', 'Na']
Choreatic disease	['PRRT2', 'TBP', 'GCH1', 'HTT', 'GYPE', 'ADCY5', 'AKAP17A', 'VPS13A', 'APTX', 'DLL1', 'KEL', 'JPH3', 'ATXN3', 'PNKD', 'SETX', 'SGCE', 'DPYSL5', 'OPA3', 'IGLON5', 'NKX2-1', 'TRIP13', 'FTL', 'SLC18A2', 'Na']
Chorioamnionitis	['CRP', 'MMP8', 'IGJ', 'TNF', 'OXT', 'TLR2', 'IL1B', 'IL8', 'SERPINH1', 'CPVL', 'TLR4', 'TRIM67', 'PNLIP', 'Na']
Choriocarcinoma	['CUL7', 'STARD7', 'ERV3-1', 'CSH2', 'HSA-MIR-371A-3P', 'CSH1', 'HCG17', 'HSD11B1L', 'SPATA9', 'ENDOU', 'MIR503HG', 'GH2', 'LINC00629', 'HSA-MIR-3713', 'PAM', 'DIO3OS', 'Na']
Chorioretinitis	['ZNF362', 'RBP3', 'MRAP', 'SAG', 'CD40LG', 'ADC', 'Na']
Choroid plexus papilloma	['GGT6', 'TTR', 'MYBBP1A', 'SPNS2', 'ZMYND10', 'PLS1', 'GFAP', 'SMTNL2', 'Na']
Choroideremia	['RAB1A', 'RAB3A', 'CHM', 'RAB27A', 'RAB27B', 'POU3F4', 'RS1', 'RAB42', 'KCNMA1', 'DNAJB12', 'RHO', 'AGFG1', 'CHML', 'RAB7A', 'Na']
Chromophobe adenocarcinoma	['SYNGR3', 'LINC00882', 'SCHIP1', 'TMEM51-AS1', 'FXYD2', 'SNHG7', 'ETV2', 'PROM2', 'BRE-AS1', 'TMC5', 'IQCJ-SCHIP1', 'LINC00336', 'Na']
Chromosome 13q14 deletion syndrome	['ZAP70', 'CD38', 'GPRC5D', 'SOX11', 'CLLU1', 'Na']
Chromosome 15q13.3 microdeletion syndrome	['ARHGAP11B', 'AVEN', 'TRPM1', 'MTMR10', 'CHRNA7', 'HSA-MIR-211-5P', 'OTUD7A', 'CHRFAM7A', 'APPL1', 'FAN1', 'NPAP1', 'Na']
Chromosome 15q24 deletion syndrome	['RTL1', 'SIN3A', 'CYP11A1', 'ARID3B', 'STRA6', 'SEMA7A', 'Na']
Chromosome 17q11.2 deletion syndrome, 1.4Mb	['SUZ12', 'SUPT6H', 'UTP6', 'GOSR1', 'PHF12', 'APIP', 'SEZ6', 'ADAP2', 'TRAF4', 'TAOK1', 'BLMH', 'JAZF1', 'GIT1', 'Na']
